K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
15.09.04,,,,4Rimbo Bujang,3,13,,
15.09.04.1001,,,,,1Wirotho Agung,,,
15.09.04.2002,,,,,,1 Perintis,,
15.09.04.2003,,,,,,2 Rimbo Mulyo,,
15.09.04.2004,,,,,,3 Purwo Harjo,,
15.09.04.2005,,,,,,4 Tegal Arum,,
15.09.04.2006,,,,,,5 Tirta Kencana,,
15.09.04.2007,,,,,,6 Sapta Mulia,,
15.09.04.2008,,,,,,7 Pematang Sapat,,
15.09.04.1009,,,,,2Sarana Agung,,,"Pemekaran sebagian wil. Kelurahan Wirotho Agung sesuai Perda No.
20 Tahun 2020."
15.09.04.1010,,,,,3Mandiri Agung,,,"Pemekaran sebagian wil. Kelurahan Wirotho Agung sesuai Perda No.
20 Tahun 2020."
15.09.04.2011,,,,,,8 Mekar Kencana,,"Pemekaran sebagian wil. Desa Tirta Kencana, sesuai:
Perda No. 09 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4871/BPD tgl 20 September 2022."
15.09.04.2012,,,,,,9 Purwo Dadi,,"Pemekaran sebagian wil. Desa Purwoharjo, sesuai:
Perda No. 09 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4871/BPD tgl 20 September 2022."
15.09.04.2013,,,,,,10 Tegal Asri,,"Pemekaran sebagian wil. Desa Tegal Arum, sesuai:
Perda No. 09 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4871/BPD tgl 20 September 2022."
15.09.04.2014,,,,,,11 Perintis Jaya,,"Pemekaran sebagian wil. Desa Perintis, sesuai:
Perda No. 09 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4871/BPD tgl 20 September 2022."
15.09.04.2015,,,,,,12 Perintis Makmur,,"Pemekaran sebagian wil. Desa Perintis, sesuai:
Perda No. 09 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4871/BPD tgl 20 September 2022."
15.09.04.2016,,,,,,13 Jaya Mulya,,"Pemekaran sebagian wil. Desa Rimbo Mulyo, sesuai:
Perda No. 09 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4871/BPD tgl 20 September 2022."
15.09.05,,,,5Sumay,-,12,,
15.09.05.2001,,,,,,1 Teluk Singkawang,,
15.09.05.2002,,,,,,2 Lembak Bungur,,
15.09.05.2003,,,,,,3 Teluk Langkap,,
15.09.05.2004,,,,,,4 Tambun Arang,,
15.09.05.2005,,,,,,5 Punti Kalo,,
15.09.05.2006,,,,,,6 Jati Belarik,,
15.09.05.2007,,,,,,7 Tuo Sumay,,
15.09.05.2008,,,,,,8 Teriti,,
15.09.05.2009,,,,,,9 Suo-Suo,,
15.09.05.2010,,,,,,10 Muara Sekalo,,
15.09.05.2011,,,,,,11 Semambu,,
15.09.05.2012,,,,,,12 Pemayungan,,
,,,,,,,,
