Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
19.02.40017,Pulau Baguk,,"03°01'58.62"" S 107°32'43.04"" T",
19.02.40018,Pulau Bakau,,"03°02'09.88"" S 107°08'58.12"" T",
19.02.40019,Pulau Bangkai,,"03°02'48.19"" S 107°20'57.69"" T",
19.02.40020,Pulau Baran,,"02°57'13.59"" S 107°25'33.04"" T",
19.02.40021,Pulau Basarbegunung,,"03°21'06.00"" S 107°43'43.00"" T",
19.02.40022,Pulau Basartenga,,"03°20'21.76"" S 107°42'07.99"" T",
19.02.40023,Pulau Batu Albide,,"02°32'43.15"" S 107°43'08.96"" T",
19.02.40024,Pulau Batu Ampar,,"02°48'05.89"" S 107°22'48.39"" T",
19.02.40025,Pulau Batu Bedaun,,"02°32'47.18"" S 107°43'27.41"" T",
19.02.40026,Pulau Batu Kecipai,,"02°32'40.40"" S 107°43'25.95"" T",
19.02.40027,Pulau Batu Kembar,,"03°13'58.22"" S 107°39'28.69"" T",
19.02.40028,Pulau Batu Malang Darat,,"02°42'37.34"" S 107°36'31.50"" T",
19.02.40029,Pulau Batu Malang Laut,,"02°42'43.88"" S 107°36'19.63"" T",
19.02.40030,Pulau Batu Nage,,"02°32'52.32"" S 107°42'53.19"" T",
19.02.40031,Pulau Batu Penyu,,"03°13'48.44"" S 107°39'29.27"" T",
19.02.40032,Pulau Batu Rakit,,"02°33'17.29"" S 107°42'19.91"" T",
19.02.40033,Pulau Batu Tebirak,,"02°32'46.86"" S 107°43'24.19"" T",
19.02.40034,Pulau Batuaji,,"02°32'09.98"" S 107°51'12.61"" T",
19.02.40035,Pulau Batubedil,,"02°33'30.88"" S 107°55'49.28"" T",
19.02.40036,Pulau Batubelayar,,"02°33'29.88"" S 107°39'24.00"" T",
19.02.40037,Pulau Batudinding,,"02°48'46.29"" S 107°24'48.81"" T",
19.02.40038,Pulau Batugerude,,"02°33'01.90"" S 107°40'20.14"" T",
19.02.40039,Pulau Batukecipai,,"02°32'37.03"" S 107°43'25.38"" T",
19.02.40040,Pulau Batumalang,,"03°14'57.27"" S 107°28'15.71"" T",
19.02.40041,Pulau Batumalang,,"02°48'23.09"" S 107°21'36.76"" T",
19.02.40042,Pulau Batuneksauya,,"02°32'14.66"" S 107°38'47.54"" T",
19.02.40043,Pulau Batupanel,,"02°33'46.00"" S 107°55'14.99"" T",
19.02.40044,Pulau Batupenyuk,,"03°14'27.71"" S 107°38'23.33"" T",
19.02.40045,Pulau Baturusak,,"03°14'26.55"" S 107°38'22.40"" T",
19.02.40046,Pulau Batuseribu,,"03°15'18.77"" S 107°34'24.74"" T",
19.02.40047,Pulau Bayan,,"02°56'14.35"" S 107°25'54.00"" T",
19.02.40048,Pulau Bayan,,"02°49'40.34"" S 107°35'17.50"" T",
19.02.40049,Pulau Bayan Kecil,,"02°55'30.47"" S 107°25'59.04"" T",
19.02.40050,Pulau Bekukor,,"02°34'54.69"" S 107°37'45.99"" T",
19.02.40051,Pulau Betangan,,"02°58'58.02"" S 107°31'33.60"" T",
19.02.40052,Pulau Bira,,"02°32'07.58"" S 107°50'42.03"" T",
19.02.40053,Pulau Blatok,,"03°14'31.70"" S 107°40'30.00"" T",
19.02.40054,Pulau Buntar,,"03°03'37.94"" S 107°22'04.00"" T",
19.02.40055,Pulau Burung,,"02°34'03.52"" S 107°37'31.80"" T",
19.02.40056,Pulau Ceparcepur,,"02°31'56.75"" S 107°39'05.06"" T",
