K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32.07.31.2007,,,,,,7 Sukasenang,,
32.07.31.2008,,,,,,8 Sukaresik,,
32.07.31.2009,,,,,,9 Wanasigra,,
32.07.32,,,,23Baregbeg,-,9,,
32.07.32.2001,,,,,,1 Baregbeg,,
32.07.32.2002,,,,,,2 Sukamaju,,
32.07.32.2003,,,,,,3 Mekarjaya,,
32.07.32.2004,,,,,,4 Saguling,,
32.07.32.2005,,,,,,5 Petirhilir,,
32.07.32.2006,,,,,,6 Pusakanagara,,
32.07.32.2007,,,,,,7 Jelat,,
32.07.32.2008,,,,,,8 Karangampel,,
32.07.32.2009,,,,,,9 Sukamulya,,
32.07.33,,,,24Sukamantri,-,5,,"Perubahan Nama Kec. Panjalu Utara, Perda No. 24/2004"
32.07.33.2001,,,,,,1 Sukamantri,,Semula wil. Kec. Panjalu
32.07.33.2002,,,,,,2 Tenggerraharja,,Semula wil. Kec. Panjalu
32.07.33.2003,,,,,,3 Cibeureum,,Semula wil. Kec. Panjalu
32.07.33.2004,,,,,,4 Sindanglaya,,Semula wil. Kec. Panjalu
32.07.33.2005,,,,,,5 Mekarwangi,,Semula wil. Kec. Panjalu
32.07.34,,,,25Lumbung,-,8,,
32.07.34.2001,,,,,,1 Cikupa,,
32.07.34.2002,,,,,,2 Sukaraharja,,
32.07.34.2003,,,,,,3 Lumbung,,
32.07.34.2004,,,,,,4 Lumbungsari,,
32.07.34.2005,,,,,,5 Awiluar,,
32.07.34.2006,,,,,,6 Darmaraja,,
32.07.34.2007,,,,,,7 Rawa,,
32.07.34.2008,,,,,,8 Sadewata,,
32.07.35,,,,26Purwadadi,-,9,,
32.07.35.2001,,,,,,1 Bantardawa,,
32.07.35.2002,,,,,,2 Purwadadi,,
32.07.35.2003,,,,,,3 Purwajaya,,
32.07.35.2004,,,,,,4 Karangpaningal,,
32.07.35.2005,,,,,,5 Sidarahayu,,
32.07.35.2006,,,,,,6 Padaringan,,
32.07.35.2007,,,,,,7 Pasirlawang,,
32.07.35.2008,,,,,,8 Kutawaringin,,
32.07.35.2009,,,,,,9 Sukamulya,,
,,,,Mangunjaya,,,,Menjadi wil. Kab. Pangandaran UU. No. 21/2012
,,,,,,Sukamaju,,
