K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32.04.28.2009,,,,,,9 Sukamanah,,
32.04.28.2010,,,,,,10 Sukamulya,,
32.04.28.2011,,,,,,11 Tegal Sumedang,,
32.04.28.2012,,,,,,12 Sangiang,,
32.04.28.2013,,,,,,13 Nanjung Mekar,,
32.04.28.1014,,,,,1Rancaekek Kencana,,,Pemekaran Desa Rancaekek Wetan & Bojongloa Perda No. 19/2012
32.04.29,,,,18Ciparay,-,14,,
32.04.29.2001,,,,,,1 Ciparay,,
32.04.29.2002,,,,,,2 Gunungleutik,,
32.04.29.2003,,,,,,3 Mekarsari,,
32.04.29.2004,,,,,,4 Cikoneng,,
32.04.29.2005,,,,,,5 Ciheulang,,
32.04.29.2006,,,,,,6 Pakutandang,,
32.04.29.2007,,,,,,7 Sumbersari,,
32.04.29.2008,,,,,,8 Manggungharja,,"Perbaikan nama desa semula Mangunharja menjadi Manggungharja,
sesuai:
1. PP No. 16/1987; dan
2. Perda Kab. Bandung No. 5/2003"
32.04.29.2009,,,,,,9 Sagaracipta,,
32.04.29.2010,,,,,,10 Sarimahi,,
32.04.29.2011,,,,,,11 Serangmekar,,
32.04.29.2012,,,,,,12 Babakan,,
32.04.29.2013,,,,,,13 Bumiwangi,,
32.04.29.2014,,,,,,14 Mekarlaksana,,
32.04.30,,,,19Pacet,-,13,,
32.04.30.2001,,,,,,1 Cipeujeuh,,
32.04.30.2002,,,,,,2 Cikitu,,
32.04.30.2003,,,,,,3 Cinanggela,,"Perbaikan nama desa semula Cananggela menjadi Cinanggela, sesuai:
Perda No. 16/1987; dan
Perda Kab. Bandung No. 6/2003."
32.04.30.2004,,,,,,4 Maruyung,,
32.04.30.2005,,,,,,5 Sukarame,,
32.04.30.2006,,,,,,6 Nagrak,,
32.04.30.2007,,,,,,7 Cikawao,,
32.04.30.2008,,,,,,8 Mekarjaya,,
32.04.30.2009,,,,,,9 Pangauban,,
32.04.30.2010,,,,,,10 Mandalahaji,,
32.04.30.2011,,,,,,11 Girimulya,,
32.04.30.2012,,,,,,12 Tanjungwangi,,
32.04.30.2013,,,,,,13 Mekarsari,,
32.04.31,,,,20Kertasari,-,8,,
,,,,,,,,
