K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
81,MALUKU,,,,,,,
81.72,KOTA TUAL,,,5,3,27,"234,417","UU No. 31/2007.
Luas Wilayah Definitif, PAWAP & PGP, sesuai Surat Kapus PPBW BIG
No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
81.72.01,,,,1Pulau Dullah Utara,-,8,,Semula wil Kab. Maluku Tenggara
81.72.01.2001,,,,,,1 Fiditan,,
81.72.01.2002,,,,,,2 Ngadi,,
81.72.01.2003,,,,,,3 Dullah,,
81.72.01.2004,,,,,,4 Labetawi,,
81.72.01.2005,,,,,,5 Tamedan,,
81.72.01.2006,,,,,,6 Ohoitahit,,
81.72.01.2007,,,,,,7 Ohoitel,,
81.72.01.2008,,,,,,8 Dullah Laut,,
81.72.02,,,,2Pulau Dullah Selatan,3,2,,Semula wil Kab. Maluku Tenggara
81.72.02.2001,,,,,,1 Tual,,
81.72.02.2002,,,,,,2 Taar,,
81.72.02.1003,,,,,1Ketsoblak,,,
81.72.02.1004,,,,,2Masrum,,,
81.72.02.1005,,,,,3Lodar El,,,
81.72.03,,,,3Tayando Tam,-,5,,Semula wil Kab. Maluku Tenggara
81.72.03.2001,,,,,,1 Tam Ngurhir,,
81.72.03.2002,,,,,,2 Tayando Langgiar,,
81.72.03.2003,,,,,,3 Tayando Yamtel,,
81.72.03.2004,,,,,,4 Tayando Ohoiel,,
81.72.03.2005,,,,,,5 Tayando Yamru,,
81.72.04,,,,4Pulau-Pulau Kur,-,5,,Semula wil Kab. Maluku Tenggara
81.72.04.2001,,,,,,1 Tubyal,,
81.72.04.2002,,,,,,2 Kaimear,,
,,,,,,Warkar,,Menjadi wil Kec. Kur Selatan Perda No. 26/2011
81.72.04.2004,,,,,,3 Lokwirin,,
81.72.04.2005,,,,,,4 Finualen,,
,,,,,,Niela,,Menjadi wil Kec. Kur Selatan Perda No. 26/2011
,,,,,,Tiflen,,Menjadi wil Kec. Kur Selatan Perda No. 26/2011
,,,,,,Kanara,,Menjadi wil Kec. Kur Selatan Perda No. 26/2011
,,,,,,Yapas,,Menjadi wil Kec. Kur Selatan Perda No. 26/2011
,,,,,,Hirit,,Menjadi wil Kec. Kur Selatan Perda No. 26/2011
,,,,,,Rumoin,,Menjadi wil Kec. Kur Selatan Perda No. 26/2011
81.72.04.2012,,,,,,5 Sermaf,,Pemekaran desa Tubyal Perda No. 15/2014
,,,,,,,,
