K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Sei Alim Hessa,,"Menjadi wil. Kec. Sei Dadap, Perda No. 2/2008"
12.09.13.2003,,,,,,2 Pinanggiripan,,
,,,,,,"Perkebunan Sei
Dadap I/II",,"Menjadi wil. Kec. Sei Dadap, Perda No. 2/2008"
,,,,,,"Perkebunan Sei
Dadap III/IV",,"Menjadi wil. Kec. Sei Dadap, Perda No. 2/2008"
12.09.13.2006,,,,,,3 Perkebunan Pulahan,,
12.09.13.2007,,,,,,4 Hessa Perlompongan,,
12.09.13.2008,,,,,,"5 Perkebunan Air Batu
I/II",,
12.09.13.2009,,,,,,"6 Perkebunan Air Batu
III/IX",,"Perubahan nama Sesuai Surat Bup. Asahan No. 410/2565 tgl 23 Mei
2016, Surat BPMPD No. 410/1350 tgl 14 Des 2016 dan ND Dir.
Dekonsentrasi, TP dan Kerjasama No 843/TU/DK/SDV/2017 tgl 14
Agsts 2017"
12.09.13.2010,,,,,,7 Danau Sijabut,,
,,,,,,Bahung Sibatu-batu,,"Menjadi wil. Kec. Sei Dadap, Perda No. 2/2008"
12.09.13.2012,,,,,,8 Air Teluk Hessa,,
12.09.13.2013,,,,,,9 Air Genting,,"Perubahan nama Sesuai Surat Bup. Asahan No. 410/2565 tgl 23 Mei
2016, Surat BPMPD No. 410/1350 tgl 14 Des 2016 dan ND Dir.
Dekonsentrasi, TP dan Kerjasama No 843/TU/DK/SDV/2017 tgl 14
Agsts 2017"
12.09.13.2014,,,,,,10 Hessa Air Genting,,
,,,,,,Sei Kamah I,,"Menjadi wil. Kec. Sei Dadap, Perda No. 2/2008"
,,,,,,Sei Kamah II,,"Menjadi wil. Kec. Sei Dadap, Perda No. 2/2008"
,,,,,,Tanjung Alam,,"Menjadi wil. Kec. Sei Dadap, Perda No. 2/2008"
12.09.13.2018,,,,,,11 Sijabut Teratai,,Perda No. 10/2008
12.09.13.2019,,,,,,12 Pulau Pule,,Perda No. 10/2008
12.09.14,,,,7Pulau Rakyat,-,12,,
12.09.14.2001,,,,,,1 Sei Piring,,
12.09.14.2002,,,,,,2 Pulau Rakyat Tua,,
12.09.14.2003,,,,,,3 Pulau Rakyat Pekan,,
12.09.14.2004,,,,,,4 Orika,,
12.09.14.2005,,,,,,5 Manis,,
12.09.14.2006,,,,,,6 Tunggul 45,,
12.09.14.2007,,,,,,7 Bangun,,
12.09.14.2008,,,,,,8 Persatuan,,
12.09.14.2009,,,,,,9 Padang Mahondang,,
12.09.14.2010,,,,,,"10 Ofa Padang
Mahondang",,
12.09.14.2011,,,,,,11 Baru,,
12.09.14.2012,,,,,,12 Mekar Sari,,"Peningkatan status dari Perbup 7/2005, Pemekaran sebagian wil Desa
Pulau Rakyat Tua Perda No. 7/2013"
12.09.15,,,,8Bandar Pulau,-,10,,
,,,,,,,,
