K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
62.11.04.2015,,,,,,15 Kasali Baru,,Perda No. 2/2006
62.11.05,,,,5Kahayan Hilir,3,7,,"Perubahan nama kec. semula Pulang Pisau menjadi Kahayan Hilir,
sesuai:
UU No. 5 Tahun 2002; dan
Surat Sekda Kab. Pulang Pisau No. 100/84/Pem-PP/IV/2022 tgl 14 April
2022."
62.11.05.2001,,,,,,1 Buntoi,,
62.11.05.2002,,,,,,2 Mintin,,
62.11.05.2003,,,,,,3 Mantaren I,,"Perbaikan nama sesuai Rakernis Ditjen BPD tgl 1 April 2016, Perbaikan
nama sesuai Surat Pemprov Kalteng 411.1/369/Dis-PMD/IV/2017 hal
Revisi Nama-Nama Desa dan Rekomedasi Ditjen Bina Pemdes No.
146/3672/BPD tgl 21 Juni 2017"
62.11.05.2004,,,,,,4 Anjir Pulang Pisau,,
62.11.05.1005,,,,,1Pulang Pisau,,,"perubahan nama dari Kel. Kahayan Hilir menjadi kel. Pulang Pisau, UU
No 5/2002,Surat Bup No 100/18/PEMPP/I/2020 tgl 28 januari 2020"
62.11.05.2006,,,,,,5 Gohong,,"Perbaikan nama desa semula Guhung menjadi Gohong, sesuai:
Perda No. 3 Tahun 2005; dan
Surat Bup. Gunung Mas No. 130/156/PEMVII/2022 tgl 29 Agustus
2022."
,,,,,,Garong,,Menjadi wil. Kec. Jabiren
,,,,,,Henda,,Menjadi wil. Kec. Jabiren
,,,,,,Simpur,,Menjadi wil. Kec. Jabiren
,,,,,,Saka Kajang,,Menjadi wil. Kec. Jabiren
,,,,,,Jabiren,,Menjadi wil. Kec. Jabiren
,,,,,,Pilang,,Menjadi wil. Kec. Jabiren
,,,,,,Tumbang Nusa,,Menjadi wil. Kec. Jabiren
62.11.05.2014,,,,,,6 Mantaren II,,"Perbaikan nama sesuai Rakernis Ditjen BPD tgl 1 April 2016, Perbaikan
nama sesuai Surat Pemprov Kalteng 411.1/369/Dis-PMD/IV/2017 hal
Revisi Nama-Nama Desa dan Rekomedasi Ditjen Bina Pemdes No.
146/3672/BPD tgl 21 Juni 2017"
62.11.05.1015,,,,,2Kalawa,,,Perda No. 2/2006
62.11.05.1016,,,,,3Bereng,,,"PMD, Perda No. 4/2009"
62.11.05.2017,,,,,,7 Hanjak Maju,,"Pemekaran desa, Perda No. 2/2010"
62.11.06,,,,6Maliku,-,15,,
62.11.06.2001,,,,,,1 Tahai Jaya,,
62.11.06.2002,,,,,,2 Purwodadi,,
62.11.06.2003,,,,,,3 Wono Agung,,"Perbaikan nama sesuai hasil Rakernis Ditjen Bina Pemdes tentang
Klarifikasi Data Nama dan Kodefikasi Desa tgl 1 April 2016"
62.11.06.2004,,,,,,4 Kanamit Barat,,
62.11.06.2005,,,,,,5 Sei Baru Tewu,,"Perbaikan nama sesuai hasil Rakernis Ditjen Bina Pemdes tentang
Klarifikasi Data Nama dan Kodefikasi Desa tgl 1 April 2016"
62.11.06.2006,,,,,,6 Kanamit,,
62.11.06.2007,,,,,,7 Garantung,,
62.11.06.2008,,,,,,8 Gandang,,
,,,,,,,,
