K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
36,BANTEN,,,,,,,
36.02,KAB. LEBAK,,,28,5,340,"3.312,180","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
36.02.01,,,,1Malingping,-,14,,
,,,,,,Wanasalam,,"Menjadi wil. Kec. Wanasalam, Perda No. 3/2003"
36.02.01.2002,,,,,,1 Cilangkahan,,
36.02.01.2003,,,,,,2 Pagelaran,,
36.02.01.2004,,,,,,3 Sukaraja,,
36.02.01.2005,,,,,,4 Malingping Utara,,
36.02.01.2006,,,,,,5 Bolang,,
,,,,,,Bejod,,"Menjadi wil. Kec. Wanasalam, Perda No. 3/2003"
,,,,,,Cilangkap,,"Menjadi wil. Kec. Wanasalam, Perda No. 3/2003"
36.02.01.2009,,,,,,6 Cipeundeuy,,
,,,,,,Cipeucang,,"Menjadi wil. Kec. Wanasalam, Perda No. 3/2003"
,,,,,,Muara,,"Menjadi wil. Kec. Wanasalam, Perda No. 3/2003"
,,,,,,Parungpanjang,,"Menjadi wil. Kec. Wanasalam, Perda No. 3/2003"
36.02.01.2013,,,,,,7 Rahong,,
36.02.01.2014,,,,,,8 Kadujajar,,
,,,,,,Cikeusik,,"Menjadi wil. Kec. Wanasalam, Perda No. 3/2003"
36.02.01.2016,,,,,,9 Kersaratu,,
,,,,,,Katapang,,"Menjadi wil. Kec. Wanasalam, Perda No. 3/2003"
36.02.01.2018,,,,,,10 Malingping Selatan,,
36.02.01.2019,,,,,,11 Sumberwaras,,
,,,,,,Cisarap,,"Menjadi wil. Kec. Wanasalam, Perda No. 3/2003"
,,,,,,Sukatani,,"Menjadi wil. Kec. Wanasalam, Perda No. 3/2003"
,,,,,,Cipedang,,"Menjadi wil. Kec. Wanasalam, Perda No. 3/2003"
36.02.01.2023,,,,,,12 Sukamanah,,
36.02.01.2024,,,,,,13 Senanghati,,
,,,,,,Parungsari,,"Menjadi wil. Kec. Wanasalam, Perda No. 3/2003"
36.02.01.2026,,,,,,14 Sangiang,,
36.02.02,,,,2Panggarangan,-,11,,
,,,,,,Panyaungan,,"Menjadi wil. Kec. Cihara, Perda No. 2/2006"
36.02.02.2002,,,,,,1 Panggarangan,,
36.02.02.2003,,,,,,2 Jatake,,
36.02.02.2004,,,,,,3 Sogong,,
36.02.02.2005,,,,,,4 Cimandiri,,
,,,,,,Cihara,,"Menjadi wil. Kec. Cihara, Perda No. 2/2006"
,,,,,,Ciparahu,,"Menjadi wil. Kec. Cihara, Perda No. 2/2006"
,,,,,,,,
