K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
13.71.06.1015,,,,,15Kampung Jua Nan XX,,,
13.71.07,,,,7Lubuk Kilangan,7,-,,Perda No. 16/2004
13.71.07.1001,,,,,1Indarung,,,
13.71.07.1002,,,,,2Padang Besi,,,
13.71.07.1003,,,,,3Batu Gadang,,,
13.71.07.1004,,,,,4Banda Buek,,,"perbaikan nama dari Bandar Buat menjadi Banda Buek,Perda No.
20/2008,surat Plt Walikota Padang No 130/01.74/PEM/2021 tgl 31 Maret
2021, Surat Gubernur Sumatera Barat No 120/231/PEM-2021 tgl 21
April 2021,Perda Kota Padang No 3 tahun 2020"
13.71.07.1005,,,,,5Koto Lalang,,,
13.71.07.1006,,,,,6Baringin,,,
13.71.07.1007,,,,,7Tarantang,,,
13.71.08,,,,8Pauh,9,-,,Perda No. 16/2004
13.71.08.1001,,,,,1Limau Manis,,,
13.71.08.1002,,,,,2Koto Lua,,,
13.71.08.1003,,,,,3Limau Manis Selatan,,,
13.71.08.1004,,,,,4Piai Tangah,,,
13.71.08.1005,,,,,5Cupak Tangah,,,
13.71.08.1006,,,,,6Pisang,,,
13.71.08.1007,,,,,"7Binuang Kampung
Dalam",,,"perbaikan nama dari Binuang Kampuang Dalam menjadi Binuang
Kampung Dalam,surat Plt Walikota Padang No 130/01.74/PEM/2021 tgl
31 Maret 2021, Surat Gubernur Sumatera Barat No 120/231/PEM-2021
tgl 21 April 2021,Perda Kota Padang No 3 tahun 2020"
13.71.08.1008,,,,,8Kapalo Koto,,,
13.71.08.1009,,,,,9Lambung Bukit,,,"perbaikan nama Lambung Bukik Menjadi Lambung Bukit,surat Plt
Walikota Padang No 130/01.74/PEM/2021 tgl 31 Maret 2021, Surat
Gubernur Sumatera Barat No 120/231/PEM-2021 tgl 21 April
2021,Perda Kota Padang No 3 tahun 2020"
13.71.09,,,,9Kuranji,9,-,,Perda No. 16/2004
13.71.09.1001,,,,,1Pasar Ambacang,,,
13.71.09.1002,,,,,2Anduring,,,
13.71.09.1003,,,,,3Lubuk Lintah,,,
13.71.09.1004,,,,,4Ampang,,,
13.71.09.1005,,,,,5Kalumbuk,,,
13.71.09.1006,,,,,6Korong Gadang,,,
13.71.09.1007,,,,,7Kuranji,,,
13.71.09.1008,,,,,8Gunung Sarik,,,
13.71.09.1009,,,,,9Sungai Sapih,,,
13.71.10,,,,10Nanggalo,6,-,,Perda No. 16/2004
13.71.10.1001,,,,,1Surau Gadang,,,
13.71.10.1002,,,,,2Kampung Olo,,,
13.71.10.1003,,,,,3Kurao Pagang,,,
,,,,,,,,
