K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
91,P A P U A,,,,,,,
91.03,KAB. JAYAPURA,,,19,5,139,"14.082,212","Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
91.03.01,,,,1Sentani,3,7,,
91.03.01.1001,,,,,1Sentani Kota,,,
91.03.01.1002,,,,,2Dobonsolo,,,
91.03.01.1003,,,,,3Hinekombe,,,
91.03.01.2004,,,,,,1 Sereh,,
91.03.01.2005,,,,,,2 Yobeh,,
91.03.01.2006,,,,,,3 Ilfele,,
91.03.01.3007,,,,,,4 Desa Adat Yoboi,,"Perubahan status desa menjadi desa adat serta perubahan nama
semula Desa Keheran menjadi Desa Adat Yoboi berdasarkan Perda
Kabupaten Jayapura Nomor 1 Tahun 2021 Tentang Kampung Adat"
,,,,,,Ebungfa,,"Menjadi wil. Kec. Ebungfao, Perda No. 12/2003"
,,,,,,Atabar,,"Menjadi wil. Kec. Ebungfao, Perda No. 12/2003"
91.03.01.3010,,,,,,"5 Desa Adat Heaiseai
Yomo Heai",,"Perubahan status desa menjadi desa adat serta perubahan nama
semula Desa Ifar Besar menjadi Desa Adat Heaiseai Yomo Heai
berdasarkan Perda Kabupaten Jayapura Nomor 1 Tahun 2021
Tentang Kampung Adat"
91.03.01.2011,,,,,,6 Hobong,,
,,,,,,Hosiba,,
,,,,,,Bobrongko,,"Menjadi wil. Kec. Ebungfao, Perda No. 12/2003"
,,,,,,Kameyaka,,"Menjadi wil. Kec. Ebungfao, Perda No. 12/2003"
,,,,,,Ajabar,,
,,,,,,Ho,,
91.03.01.2017,,,,,,7 Yahim,,Pemekaran desa Dobonsolo Perda No. 2/2008
91.03.02,,,,2Sentani Timur,-,7,,
91.03.02.2001,,,,,,1 Nolokla,,
91.03.02.2002,,,,,,2 Puai,,
91.03.02.3003,,,,,,3 Desa Adat Ayapo,,"Perubahan status desa menjadi desa adat berdasarkan Perda
Kabupaten Jayapura Nomor 1 Tahun 2021 Tentang Kampung Adat"
91.03.02.2004,,,,,,4 Asei Besar,,
91.03.02.3005,,,,,,"5 Desa Adat
Kleuwblou",,"Perubahan status desa menjadi desa adat serta perubahan nama
semula Desa Asei Kecil menjadi Desa Adat Kleuwblou berdasarkan
Perda Kabupaten Jayapura Nomor 1 Tahun 2021 Tentang Kampung
Adat"
91.03.02.2006,,,,,,6 Nendali,,
91.03.02.3007,,,,,,7 Desa Adat Yokiwa,,"Perubahan status desa menjadi desa adat berdasarkan Perda
Kabupaten Jayapura Nomor 1 Tahun 2021 Tentang Kampung Adat"
91.03.03,,,,3Depapre,-,8,,
91.03.03.2001,,,,,,1 Waiya,,
