K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
94,PAPUA TENGAH,,,,,,,
94.08,KAB. DEIYAI,,,5,0,67,"2.846,412","Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
94.08.01,,,,1Tigi,,,,"Semula Wil. Prov. Papua; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
94.08.01.2001,,,,,,1 Waghete I,,
94.08.01.2002,,,,,,2 Ugiya,,
94.08.01.2003,,,,,,3 Yaba,,
94.08.01.2004,,,,,,4 Waghete II,,
94.08.01.2005,,,,,,5 Bomau I,,
94.08.01.2006,,,,,,6 Okomakebo,,
94.08.01.2007,,,,,,7 Bamou II,,
94.08.01.2008,,,,,,8 Atouda,,
94.08.01.2009,,,,,,9 Oneibo,,
94.08.01.2010,,,,,,10 Yaba II,,
94.08.01.2011,,,,,,11 Mugouda,,
94.08.01.2012,,,,,,12 Bomou III,,
94.08.01.2013,,,,,,13 Okomotadi,,
94.08.01.2014,,,,,,14 Buwoudimi,,
94.08.01.2015,,,,,,15 Ibodiyo,,
94.08.01.2016,,,,,,16 Ikiyawo,,
94.08.01.2017,,,,,,17 Motano,,
94.08.01.2018,,,,,,18 Amago,,
94.08.01.2019,,,,,,19 Idege,,
94.08.01.2020,,,,,,20 Peku,,
94.08.02,,,,2Tigi Timur,,,,"Semula Wil. Prov. Papua; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
94.08.02.2001,,,,,,1 Damabagata,,
94.08.02.2002,,,,,,2 Kokobaya,,
94.08.02.2003,,,,,,3 Watiyai,,
94.08.02.2004,,,,,,4 Edagotadi,,
94.08.02.2005,,,,,,5 Dakebo,,
94.08.02.2006,,,,,,6 Bagou,,
94.08.02.2007,,,,,,7 Dagokebo,,
94.08.02.2008,,,,,,8 Ipoke,,
94.08.02.2009,,,,,,9 Waitakotu,,
94.08.02.2010,,,,,,10 Pekepa,,
94.08.02.2011,,,,,,11 Bagumoma,,
94.08.02.2012,,,,,,12 Udaugida,,
