K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35.14.15.2004,,,,,,4 Siyar,,
35.14.15.2005,,,,,,5 Genengwaru,,
35.14.15.2006,,,,,,6 Kanigoro,,
35.14.15.2007,,,,,,7 Sumberglagah,,
35.14.15.2008,,,,,,8 Krengih,,
35.14.15.2009,,,,,,9 Rembang,,
35.14.15.2010,,,,,,10 Oro-Orobulu,,
35.14.15.2011,,,,,,11 Kedung Banteng,,
35.14.15.2012,,,,,,12 Oro-Oro Ombowetan,,
35.14.15.2013,,,,,,13 Oro-Oro Ombokulon,,
35.14.15.2014,,,,,,14 Pekoren,,
35.14.15.2015,,,,,,15 Pejangkungan,,
35.14.15.2016,,,,,,16 Pandean,,
35.14.15.2017,,,,,,17 Mojoparon,,
35.14.16,,,,16Kraton,-,25,,
35.14.16.2001,,,,,,1 Pukul,,
35.14.16.2002,,,,,,2 Gambirkuning,,
35.14.16.2003,,,,,,3 Mulyorejo,,
35.14.16.2004,,,,,,4 Kebotohan,,
35.14.16.2005,,,,,,5 Ngabar,,
35.14.16.2006,,,,,,6 Slambrit,,
35.14.16.2007,,,,,,7 Jeruk,,
35.14.16.2008,,,,,,8 Klampisrejo,,
35.14.16.2009,,,,,,9 Plinggisan,,
35.14.16.2010,,,,,,10 Tambaksari,,
35.14.16.2011,,,,,,11 Dhompo,,
35.14.16.2012,,,,,,12 Ngempit,,
35.14.16.2013,,,,,,13 Sidogiri,,
35.14.16.2014,,,,,,14 Karanganyar,,
35.14.16.2015,,,,,,15 Selotambak,,
35.14.16.2016,,,,,,16 Curahdukuh,,"Semula Curahdukuh. Koreksi nama ' Curahrejo' Srt Ditjen Pemdes No
140/5118/bpd tgl 18 juli 2019 ttg Dafrar Perbaikan Redaksional Nama
Desa Th 2019"
35.14.16.2017,,,,,,17 Rejosari,,
35.14.16.2018,,,,,,18 Asem Kandang,,
35.14.16.2019,,,,,,19 Tambak Rejo,,
35.14.16.2020,,,,,,20 Kalirejo,,
35.14.16.2021,,,,,,21 Semare,,
35.14.16.2022,,,,,,22 Kraton,,
35.14.16.2023,,,,,,23 Pulokerto,,
,,,,,,,,
