K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
74.08.06.2013,,,,,,7 Watumotaha,,Perda No. 5/2007
74.08.06.2014,,,,,,8 Beringin,,Perda No. 5/2007
74.08.06.2015,,,,,,9 Mataiwoi,,Pemekaran sebagian wil Desa Puurau Perda No. 12/2008
74.08.06.2016,,,,,,10 Nimbuneha,,Pemekaran sebagian wil Desa Watumotaha Perda No. 12/2008
74.08.06.2017,,,,,,11 Padaelo,,Pemekaran sebagian wil Desa Ngapa Perda No. 12/2008
74.08.07,,,,7Wawo,-,7,,Perda No.6/2006
74.08.07.2001,,,,,,1 Walasiho,,Semula wil. Kec. Rante Angin
74.08.07.2002,,,,,,2 Wawo,,Semula wil. Kec. Rante Angin
74.08.07.2003,,,,,,3 Tinukari,,Semula wil. Kec. Rante Angin
74.08.07.2004,,,,,,4 Pumbolo,,Semula wil. Kec. Rante Angin
74.08.07.2005,,,,,,5 Ulu Wawo,,Perda No. 5/2007
74.08.07.2006,,,,,,6 Latawe,,Perda No. 5/2007
74.08.07.2007,,,,,,7 Salurengko,,Perda No. 5/2007
74.08.08,,,,8Lambai,-,7,,Perda No.6/2006
74.08.08.2001,,,,,,1 Lambai,,Semula wil. Kec. Rante Angin
74.08.08.2002,,,,,,2 Latawaro,,Semula wil. Kec. Rante Angin
74.08.08.2003,,,,,,3 Lapasi - Pasi,,Semula wil. Kec. Rante Angin
74.08.08.2004,,,,,,4 Raoda,,Semula wil. Kec. Rante Angin
74.08.08.2005,,,,,,5 Woise,,Perda No. 5/2007
74.08.08.2006,,,,,,6 Woitombo,,Perda No. 5/2007
74.08.08.2007,,,,,,7 Tebongeano,,"Perda No. 5/2007, Perubahan Nama Surat Gub. No. 125.1/2559 tgl 4
Juni 2015"
74.08.09,,,,9Watunohu,-,8,,Perda No.6/2006
74.08.09.2001,,,,,,1 Watunohu,,Semula wil.Kec. Ngapa
74.08.09.2002,,,,,,2 Lahabaru,,Semula wil.Kec. Ngapa
74.08.09.2003,,,,,,3 Tambuha,,Semula wil.Kec. Ngapa
74.08.09.2004,,,,,,4 Sarona,,Semula wil.Kec. Ngapa
74.08.09.2005,,,,,,5 Sapoiha,,Semula wil.Kec. Ngapa
74.08.09.2006,,,,,,6 Nyule,,Perda No. 5/2007
74.08.09.2007,,,,,,7 Samaturu,,Perda No. 5/2007
74.08.09.2008,,,,,,8 Lelehao,,Pemekaran sebagian wil Desa Watunohu Perda No. 12/2008
74.08.10,,,,10Pakue Tengah,-,10,,Perda No.6/2006
74.08.10.2001,,,,,,1 Lanipa,,Semula wil.Kec. Pakue
74.08.10.2002,,,,,,2 Majapahit,,Semula wil.Kec. Pakue
74.08.10.2003,,,,,,3 Labipi,,Semula wil.Kec. Pakue
74.08.10.2004,,,,,,4 Latali,,Semula wil.Kec. Pakue
74.08.10.2005,,,,,,5 Pasampang,,Semula wil.Kec. Pakue
74.08.10.2006,,,,,,6 Tarengga,,Perda No. 5/2007
74.08.10.2007,,,,,,7 To'lemo,,Perda No. 5/2007
,,,,,,,,
