K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
94.07.03.2004,,,,,,4 Debasiga II,,"Perbaikan nama desa/kampung semula Debasiga Dua menjadi
Debasiga II, sesuai:
Perda Kab. Intan Jaya No.2/2014 Tentang Penetapan Nama-Nama
Kampung di Kabupaten Intan Jaya; dan
BA No. 28/TopoII/IX/2022 Tanggal 7 September 2022."
94.07.03.2005,,,,,,5 Isandoga,,
94.07.03.2006,,,,,,6 Mogalo,,
94.07.03.2007,,,,,,7 Jae,,
94.07.03.2008,,,,,,8 Mbugulo,,
94.07.03.2009,,,,,,9 Hulagupa,,"Perbaikan nama desa/kampung semula Hulapuga menjadi Hulagupa,
sesuai:
Perda Kab. Intan Jaya No.2/2014 Tentang Penetapan Nama-Nama
Kampung di Kabupaten Intan Jaya; dan
BA No. 28/TopoII/IX/2022 Tanggal 7 September 2022."
94.07.04,,,,4Biandoga,,,,"Semula Wil. Prov. Papua; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
94.07.04.2001,,,,,,1 Danggatadi,,
94.07.04.2002,,,,,,2 Mbiandoga,,"Perbaikan nama desa/kampung semula Biandoga menjadi Mbiandoga,
sesuai:
Perda Kab. Intan Jaya No.2/2014 Tentang Penetapan Nama-Nama
Kampung di Kabupaten Intan Jaya; dan
BA No. 28/TopoII/IX/2022 Tanggal 7 September 2022."
94.07.04.2003,,,,,,3 Bugalaga,,
94.07.04.2004,,,,,,4 Yagaito,,
94.07.04.2005,,,,,,5 Kalawa,,
94.07.04.2006,,,,,,6 Yanei,,
94.07.04.2007,,,,,,7 Maniuwo,,
94.07.04.2008,,,,,,8 Tunggapo,,
94.07.04.2009,,,,,,9 Pagamba,,
94.07.04.2010,,,,,,10 Maolagi,,
94.07.04.2011,,,,,,11 Aneya,,
94.07.04.2012,,,,,,12 Kigitadi,,
94.07.04.2013,,,,,,13 Ndabatadi,,
94.07.04.2014,,,,,,14 Moyomataga,,
94.07.04.2015,,,,,,15 Pitadi,,
94.07.04.2016,,,,,,16 Ular Merah,,
94.07.05,,,,5Agisiga,,,,"Semula Wil. Prov. Papua; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
94.07.05.2001,,,,,,1 Agisiga,,
94.07.05.2002,,,,,,2 Tausiga,,"Perbaikan nama desa/kampung semula Tousiga menjadi Tausiga,
sesuai:
Perda Kab. Intan Jaya No.2/2014 Tentang Penetapan Nama-Nama
Kampung di Kabupaten Intan Jaya; dan
BA No. 28/TopoII/IX/2022 Tanggal 7 September 2022."
,,,,,,,,
