NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,53.04.23,12 Nanaet Duabesi,,,,,,4,,,Perda No. 2/2007
,53.05,5 KAB. ALOR,Kalabahi,,,18,17,158,2.929,220.146,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,53.05.01,1 Teluk Mutiara,,,,,10,6,,,
,53.05.02,2 Alor Barat Laut,,,,,1,18,,,
,53.05.03,3 Alor Barat Daya,,,,,1,12,,,
,53.05.04,4 Alor Selatan,,,,,1,13,,,
,53.05.05,5 Alor Timur,,,,,1,9,,,
,53.05.06,6 Pantar,,,,,1,10,,,
,53.05.07,7 Alor Tengah Utara,,,,,,14,,,
,53.05.08,8 Alor Timur Laut,,,,,,8,,,
,53.05.09,9 Pantar Barat,,,,,,7,,,
,53.05.10,10 Kabola,,,,,1,4,,,Perda No. 15/2005
,53.05.11,11 Pulau Pura,,,,,1,5,,,Perda No. 15/2005
,53.05.12,12 Mataru,,,,,,7,,,Perda No. 15/2005
,53.05.13,13 Pureman,,,,,,4,,,Perda No. 15/2005
,53.05.14,14 Pantar Timur,,,,,,11,,,Perda No. 15/2005
,53.05.15,15 Lembur,,,,,,6,,,Perda No. 15/2005
,53.05.16,16 Pantar Tengah,,,,,,10,,,Perda No. 15/2005
,53.05.17,17 Pantar Baru Laut,,,,,,7,,,Perda No. 15/2005
,53.05.18,18 Abad Selatan,,,,,,7,,,"Pemekaran wil dari Kec. Alor Barat Daya sesuai Perda No. 7 Tahun
2020 tentang Pembentukan Kec. Abad Selatan."
,53.06,6 KAB. FLORES TIMUR,Larantuka,,,19,21,229,1.749,286.044,"Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,53.06.01,1 Wulanggitang,,,,,,11,,,
,53.06.02,2 Titehena,,,,,,14,,,
,53.06.03,3 Larantuka,,,,,18,2,,,
,53.06.04,4 Ile Mandiri,,,,,,8,,,
,53.06.05,5 Tanjung Bunga,,,,,,16,,,
,53.06.06,6 Solor Barat,,,,,1,14,,,
,53.06.07,7 Solor Timur,,,,,,17,,,
,53.06.08,8 Adonara Barat,,,,,,18,,,
,53.06.09,9 Wotan Ulumando,,,,,,12,,,
,53.06.10,10 Adonara Timur,,,,,2,19,,,
,53.06.11,11 Kelubagolit,,,,,,12,,,
