code,name
91.06.14.2011,"Pemekaran Desa Makuker, Perda No. 29/2011"
91.06.14.2012,"Pemekaran Desa Wonabraidi, Perda No. 29/2011"
91.06.15,Pemekaran Kec. Perda No. 4/2007
91.06.15.2001,Semula wil. Kec. Biak Barat Perda No. 4/2007
91.06.15.2002,"Semula wil. Kec. Biak Barat Perda No. 4/2007. koreksi nama desa
Rekom Pemdes No145/1820/SET tgl 15 nov 2018 ttg penyampaian
hasil validasi."
91.06.15.2003,Semula wil. Kec. Biak Barat Perda No. 4/2007
91.06.15.2004,Semula wil. Kec. Biak Barat Perda No. 4/2007
91.06.15.2005,Semula wil. Kec. Biak Barat Perda No. 4/2007
91.06.15.2006,Semula wil. Kec. Biak Barat Perda No. 4/2007
91.06.15.2007,Semula wil. Kec. Biak Barat Perda No. 4/2007
91.06.15.2008,Semula wil. Kec. Biak Barat Perda No. 4/2007
91.06.15.2009,Semula wil. Kec. Biak Barat Perda No. 4/2007
91.06.15.2010,Semula wil. Kec. Biak Barat Perda No. 4/2007
91.06.15.2011,Semula wil. Kec. Biak Barat Perda No. 4/2007
91.06.15.2012,"Pemekaran Desa Wombrisauw, Perda No. 29/2011"
91.06.15.2013,"Pemekaran Desa Kebusdori, Perda No. 29/2011"
91.06.15.2014,"Pemekaran Desa Ramdori, Perda No. 29/2011"
91.06.15.2015,"Pemekaran Desa Mardori, Perda No. 29/2011"
91.06.16,Pemekaran Kec. Perda No. 4/2007
91.06.16.2001,Semula wil. Kec. Numfor Timur Perda No. 4/2007
91.06.16.2002,Semula wil. Kec. Numfor Timur Perda No. 4/2007
91.06.16.2003,Semula wil. Kec. Numfor Timur Perda No. 4/2007
91.06.16.2004,Semula wil. Kec. Numfor Timur Perda No. 4/2007
91.06.16.2005,Semula wil. Kec. Numfor Timur Perda No. 4/2007
91.06.16.2006,Semula wil. Kec. Biak Barat Perda No. 4/2007
91.06.16.2007,"Pemekaran Desa Mandori, Perda No. 29/2011"
91.06.16.2008,"Pemekaran Desa Sandauw, Perda No. 29/2011"
91.06.16.2009,"Pemekaran Desa Dafi, Perda No. 29/2011"
91.06.16.2010,"Pemekaran Desa Bruyadori, Perda No. 29/2011"
91.06.17,Pemekaran Kec. Perda No. 4/2007
91.06.17.2001,Semula wil. Kec. Numfor Barat Perda No. 4/2007
91.06.17.2002,Semula wil. Kec. Numfor Barat Perda No. 4/2007
91.06.17.2003,Semula wil. Kec. NUmfor Barat Perda No. 4/2007
91.06.17.2004,Semula wil. Kec. Numfor Barat Perda No. 4/2007
91.06.17.2005,Semula wil. Kec. Numfor Barat Perda No. 4/2007
91.06.17.2006,Semula wil. Kec. NUmfor Barat Perda No. 4/2007
91.06.17.2007,Semula wil. Kec. Numfor Barat Perda No. 4/2007
91.06.17.2008,Semula wil. Kec. Numfor Barat Perda No. 4/2007
91.06.17.2009,"Pemekaran Desa Pakreki, Perda No. 29/2011"
91.06.18,Pemekaran Kec. Perda No. 4/2007
91.06.18.2001,Semula wil. Kec. Numfor Timur Perda No. 4/2007
91.06.18.2002,"Semula wil. Kec. Numfor Timur Perda No. 4/2007. koreksi nama desa
Rekom Pemdes No145/1820/SET tgl 15 nov 2018 ttg penyampaian
hasil validasi."
91.06.18.2003,Semula wil. Kec. Numfor Timur Perda No. 4/2007
91.06.18.2004,Semula wil. Kec. Numfor Timur Perda No. 4/2007
91.06.18.2005,Semula wil. Kec. Numfor Timur Perda No. 4/2007
91.06.18.2006,"Pemekaran Desa Bawei, Perda No. 29/2011"
91.06.18.2007,"Pemekaran Desa Andei, Perda No. 29/2011"
91.06.18.2008,"Pemekaran Desa Manggari, Perda No. 29/2011. koreksi nama desa
Rekom Pemdes No145/1820/SET tgl 15 nov 2018 ttg penyampaian
hasil validasi."
91.06.18.2009,"Pemekaran Desa Syoribo, Perda No. 29/2011"
91.06.19,Pemekaran Kec. Perda No. 4/2007
91.06.19.2001,"Semula wil. Kec. Padaido Perda No. 4/2007. koreksi nama desa
Rekom Pemdes No145/1820/SET tgl 15 nov 2018 ttg penyampaian
hasil validasi."
91.06.19.2002,Semula wil. Kec. Padaido Perda No. 4/2007
91.06.19.2003,Semula wil. Kec. Padaido Perda No. 4/2007
91.06.19.2004,Semula wil. Kec. Padaido Perda No. 4/2007
91.06.19.2005,Semula wil. Kec. Padaido Perda No. 4/2007
91.06.19.2006,Semula wil. Kec. Padaido Perda No. 4/2007
91.06.19.2007,Semula wil. Kec. Padaido Perda No. 4/2007
91.06.19.2008,Semula wil. Kec. Padaido Perda No. 4/2007
91.06.19.2009,"Semula wil. Kec. Padaido Perda No. 4/2007. koreksi nama desa
Rekom Pemdes No145/1820/SET tgl 15 nov 2018 ttg penyampaian
hasil validasi."
91.06.19.2010,Semula wil. Kec. Padaido Perda No. 4/2007
91.06.19.2011,Semula wil. Kec. Padaido Perda No. 4/2007
91.06.19.2012,"Pemekaran Desa Sasari, Perda No. 29/2011"
91.06.19.2013,"Pemekaran Desa Pasi, Perda No. 29/2011"
91.06.20,Pemekaran Kec. Perda No. 4/2007
91.06.20.2001,Semula wil. Kec. Biak Timur Perda No. 4/2007
91.06.20.2002,Semula wil. Kec. Biak Timur Perda No. 4/2007
91.06.20.2003,Semula wil. Kec. Biak Timur Perda No. 4/2007
91.06.20.2004,Semula wil. Kec. Biak Timur Perda No. 4/2007
91.06.20.2005,Semula wil. Kec. Biak Timur Perda No. 4/2007
91.06.20.2006,Semula wil. Kec. Biak Timur Perda No. 4/2007
91.06.20.2007,Semula wil. Kec. Biak Timur Perda No. 4/2007
91.06.20.2008,Semula wil. Kec. Biak Timur Perda No. 4/2007
91.06.20.2009,Semula wil. Kec. Biak Timur Perda No. 4/2007
91.06.20.2010,Semula wil. Kec. Biak Timur Perda No. 4/2007
91.06.20.2011,Semula wil. Kec. Biak Timur Perda No. 4/2007
91.06.20.2012,Semula wil. Kec. Biak Timur Perda No. 4/2007
91.06.20.2013,Semula wil. Kec. Biak Timur Perda No. 4/2007
91.06.20.2014,"Pemekaran Desa Opiaref, Perda No. 29/2011"
91.06.21,Pemekaran Kec. Perda No. 4/2007
91.06.21.2001,Perda No. 4/2007
91.06.21.2002,Perda No. 4/2007
91.06.21.2003,Semula wil. Kec. Warsa Perda No. 4/2007
91.06.21.2004,Semula wil. Kec. Warsa Perda No. 4/2007
91.06.21.2005,Semula wil. Kec. Warsa Perda No. 4/2007
91.10,"Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
91.10.01,1Sarmi
91.10.01.1001,1Mararena
91.10.01.1002,2Sarmi Kota
91.10.01.2003,Sarmo
91.10.01.2004,Liki
91.10.01.2006,Sawar
91.10.01.2007,Bagaiserwar
91.10.01.2014,Perda No. 6/2006
91.10.01.2018,Bagaisewar II
91.10.01.2019,Pemekaran desa Liki Perda No. 14/2009
91.10.01.2020,Pemekaran desa Sawar Perda No. 14/2009
91.10.01.2021,Pemekaran desa Sarmo Perda No. 14/2009
91.10.02,-
91.10.02.2001,Bota-Bora
91.10.02.2002,Toganto
91.10.02.2003,Samanente
91.10.02.2004,Kanderjan
91.10.02.2005,Omte
91.10.02.2006,Safrom Tane
91.10.02.2007,Denender
91.10.02.2009,Pemekaran Desa Samanente Perda No. 14/2009
91.10.02.2010,Pemekaran Desa Bora-bora Perda No. 14/2009
91.10.02.2011,Pemekaran Desa Samanente Perda No. 14/2009
91.10.03,-
91.10.03.2005,Mertewar
91.10.03.2006,Samorkena
91.10.03.2007,Arbais
91.10.03.2008,Kapeso
91.10.03.2009,Masep
91.10.03.2012,Nisro
91.10.03.2013,Aruswar
91.10.03.2014,Kamenawari
91.10.03.2015,Waim
91.10.03.2016,Subu
91.10.03.2017,Karfasia
91.10.03.2023,Pemekaran Desa Maseb Perda No. 14/2009
91.10.03.2024,Pemekaran Desa Arbais Perda No. 14/2009
91.10.03.2025,Pemekaran Desa Kame Wamariri Perda No. 14/2009
91.10.03.2026,Pemekaran Desa Aruswar Perda No. 14/2009
91.10.03.2027,Pemekaran Desa Martewar Perda No. 14/2009
91.10.04,-
91.10.04.2001,Ansudu
91.10.04.2002,Betaf
91.10.04.2003,Yamben
91.10.04.2010,Sunum
91.10.04.2011,Komra
91.10.04.2013,Pemekaran Desa Betaf Perda No. 14/2009
91.10.04.2014,Pemekaran Desa Ansudu Perda No. 14/2009
91.10.05,-
91.10.05.2004,Armopa
91.10.05.2005,Tarontha Srum
91.10.05.2006,Anus
91.10.05.2007,Kiren
91.10.05.2008,Maweswares
91.10.05.2010,Bebon Jaya
91.10.05.2011,Tetom
91.10.05.2015,Rimsersari
91.10.05.2017,Perda No. 6/2006
91.10.05.2018,Pemekaran Desa Rumser Sari Perda No. 14/2009
91.10.09,Perda No. 4/2005
91.10.09.2001,Semula wil. Kec. Pantai Barat
91.10.09.2002,Semula wil. Kec. Pantai Barat
91.10.09.2003,Semula wil. Kec. Pantai Barat
91.10.09.2004,Semula wil. Kec. Pantai Barat
91.10.09.2005,Semula wil. Kec. Pantai Barat
91.10.09.2006,Semula wil. Kec. Pantai Barat
91.10.09.2011,Pemekaran Desa Tamaja Perda No. 14/2009
91.10.09.2012,Pemekaran Desa Wamariri Perda No. 14/2009
91.10.09.2013,Pemekaran Desa Aurimi Perda No. 14/2009
91.10.09.2014,Pemekaran Desa Airoran Perda No. 14/2009
91.10.12,Perda No. 6/2006
91.10.12.2001,Semula wil. Kec. Sarmi
91.10.12.2002,Semula wil. Kec. Sarmi
91.10.12.2003,Semula wil. Kec. Sarmi
91.10.12.2004,Semula wil. Kec. Sarmi
91.10.12.2005,Semula wil. Kec. Sarmi
91.10.12.2008,Pemekaran Desa Angkasa Satu Perda No. 14/2009
91.10.13,Perda No. 6/2006
91.10.13.2001,Semula wil. Kec. Sarmi
91.10.13.2002,Semula wil. Kec. Sarmi
91.10.13.2003,Semula wil. Kec. Sarmi
91.10.13.2004,Pemekaran Desa Holmafen Perda No. 14/2009
91.10.13.2005,Pemekaran Desa Sewan dan Desa Weyen Perda No. 14/2009
91.10.13.2006,Pemekaran Desa Bagaiserwar Perda No. 14/2009
91.10.13.2007,"Pemekaran Desa Sewan dan Desa Bagaiserwar Dua Perda No.
14/2009"
91.10.13.2008,"Pemekaran Desa Bagaiserwar Dua dan Desa Waskey Perda No.
14/2009"
91.10.14,Perda No. 6/2006
91.10.14.2001,Semula wil. Kec. Pantai Timur
91.10.14.2002,Semula wil. Kec. Pantai Timur
91.10.14.2003,Semula wil. Kec. Pantai Timur
91.10.14.2004,Semula wil. Kec. Pantai Timur
91.10.14.2005,Semula wil. Kec. Pantai Timur
91.10.14.2006,Semula wil. Kec. Pantai Timur
91.10.14.2012,Pemekaran Desa Wakde Perda No. 14/2009
91.10.14.2013,Pemekaran Desa Keder /Timron Perda No. 14/2009
91.10.14.2014,Pemekaran Desa Finyabor/Takar Perda No. 14/2009
91.10.14.2015,Pemekaran Desa Dabe Perda No. 14/2009
91.10.14.2016,Pemekaran Desa Nengke Perda No. 14/2009
91.10.15,Perda No. 6/2006
91.10.15.2001,Semula wil. Kec. Bonggo
91.10.15.2002,Semula wil. Kec. Bonggo
91.10.15.2003,Semula wil. Kec. Bonggo
91.10.15.2004,Semula wil. Kec. Bonggo
91.10.15.2005,Semula wil. Kec. Bonggo
91.11,"Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
91.11.01,-
91.11.01.2001,Banda
91.11.01.2002,Pund
91.11.01.2003,Kalifam
91.11.01.2004,Yuwainda
91.11.01.2005,Kalimala
91.11.01.2006,Ampas
91.11.01.2007,Pemekaran Desa Kalimala Perda No. 19/2012
91.11.01.2008,Pemekaran Desa Yuwainda Perda No. 19/2012
91.11.02,-
91.11.02.2001,Arso Kota
91.11.02.2002,Workwana
91.11.02.2003,Kwimi
91.11.02.2004,Ubiyau
91.11.02.2006,Sawanawa
91.11.02.2009,Yuwanain
91.11.02.2010,Yanamaa
91.11.02.2011,Asyaman
91.11.02.2012,Yamta
91.11.02.2016,Bagia
91.11.02.2030,Pemekaran Desa Nawa Perda No. 19/2012
91.11.02.2031,Pemekaran Desa Kwimi Perda No. 19/2012
91.11.03,-
91.11.03.2001,Molof
91.11.03.2002,Senggi
91.11.03.2003,Warlef
91.11.03.2005,Usku
91.11.03.2006,Woslay
91.11.03.2010,Pemekaran Desa Senggi Perda No. 19/2012
91.11.03.2011,Pemekaran Desa Molof Perda No. 19/2012
91.11.04,-
91.11.04.2001,Dubu
91.11.04.2002,Umuraf
91.11.04.2003,Semografi
91.11.04.2005,Embi
91.11.04.2015,Pemekaran Desa Embi Perda No. 19/2012
91.11.04.2017,Pemekaran Desa Semografi Perda No. 19/2012
91.11.05,-
91.11.05.2001,Skanto
91.11.05.2002,Jaifuri
91.11.05.2003,Arsopura
91.11.05.2004,Wiantre
91.11.05.2005,Naramben
91.11.05.2006,Intaimelyan
91.11.05.2007,Traimelyan
91.11.05.2008,Wulukubun
91.11.05.2009,Pemekaran Desa Arsopura Perda No. 19/2012
91.11.05.2010,Pemekaran Desa Arsopura Perda No. 19/2012
91.11.05.2011,Pemekaran Desa Wulukubun Perda No. 19/2012
91.11.05.2012,Pemekaran Desa Jaifuri Perda No. 19/2012
91.11.06,Pemekaran Kec. Perda No. 7/2008
91.11.06.2005,"Perda No. 6/2008, Semula wil Kec. Arso Perda No. 7/2008"
91.11.06.2006,"Perda No. 6/2008, Semula wil Kec. Arso Perda No. 7/2008"
91.11.06.2007,"Perda No. 6/2008, Semula wil Kec. Arso Perda No. 7/2008"
91.11.06.2008,"Perda No. 6/2008, semula wil Kec. Arso Perda No. 7/2008"
91.11.06.2009,"Perda No. 6/2008, Semula wil Kec. Arso Perda No. 7/2008"
91.11.06.2011,"Perda No. 6/2008, semula wil Kec. Arso Perda No. 7/2008"
91.11.06.2013,Pemekaran Desa Kriku Perda No. 19/2012
91.11.06.2014,Pemekaran Desa Yetti Perda No. 19/2012
91.11.06.2015,Pemekaran Desa Yetty Perda No. 19/2012
91.11.07,Pemekaran Kec. Perda No. 7/2008
91.11.07.2001,Semula wil Kec. Web Perda No. 7/2008
91.11.07.2002,"Perda No. 6/2008, Semula wil Kec. Web Perda No. 7/2008"
91.11.07.2003,"Perda No. 6/2008, Semula wil Kec. Web Perda No. 7/2008"
91.11.07.2004,"Perda No. 6/2008, Semula wil Kec. Web Perda No. 7/2008"
91.11.07.2005,"Perda No. 6/2008, Semula wil Kec. Web Perda No. 7/2008"
91.11.07.2006,"Perda No. 6/2008, Semula wil Kec. Web Perda No. 7/2008"
91.11.07.2007,"Perda No. 6/2008, Semula wil Kec. Web Perda No. 7/2008"
91.11.07.2009,Pemekaran Desa Towe Perda No. 19/2012
91.11.07.2010,Pemekaran Desa Bias Perda No. 19/2012
91.11.07.2011,Pemekaran Desa Lules Perda No. 19/2012
91.11.08,Pemekaran wil Kec Arso Perda No 7/2014
91.11.08.2001,Semula Wil Kec Arso Perda No 7/2014
91.11.08.2002,Semula Wil Kec Arso Perda No 7/2014
91.11.08.2003,Semula Wil Kec Arso Perda No 7/2014
91.11.08.2004,Semula Wil Kec Arso Perda No 7/2014
91.11.08.2005,Semula Wil Kec Arso Perda No 7/2014
91.11.08.2006,Semula Wil Kec Arso Perda No 7/2014
91.11.08.2007,"Pemekaran Desa Dukwia Perda No. 19/2012. Semula Wil Kec Arso
Perda No 7/2014"
91.11.08.2008,"Pemekaran Desa Arso Perda No. 19/2012. Semula Wil Kec Arso Perda
No 7/2014"
91.11.09,Pemekaran wil Kec Arso Timur dan Kec Arso Perda No 7/2014
91.11.09.2001,"Semula wil Kec. Arso Perda No. 7/2008. Semula Wil Kec Arso Timur
Perda No 7/2014"
91.11.09.2002,"Semula wil Kec. Arso Perda No. 7/2008. Semula Wil Kec Arso Timur
Perda No 7/2014"
91.11.09.2003,"Semula wil Kec. Arso Perda No. 7/2008. Semula Wil Kec Arso Timur
Perda No 7/2014"
91.11.09.2004,"Perda No. 6/2008, semula wil Kec. Arso Perda No. 7/2008. Semula Wil
Kec Arso Timur Perda No 7/2014"
91.11.09.2005,Semula Wil Kec Arso Perda No 7/2014
91.11.09.2006,"Semula wil. Kec. Arso Perda No. 7/2008. Semula Wil Kec Arso Timur
Perda No 7/2014"
91.11.09.2007,"Pemekaran Desa Wembi Perda No. 19/2012. Semula Wil Kec Arso
Timur Perda No 7/2014"
91.11.10,Pemekaran wil Kec Senggi dan Kec Web Perda No 7/2014
91.11.10.2001,Semula Wil Kec Senggi Perda No 7/2014
91.11.10.2002,Semula Wil Kec Web Perda No 7/2014
91.11.10.2003,Semula Wil Kec Web Perda No 7/2014
91.11.10.2004,"Pemekaran Desa Yuruf Perda No. 19/2012. Semula Wil Kec Web
Perda No 7/2014"
91.11.10.2005,"Pemekaran Desa Yabanda Perda No. 19/2012. Semula Wil Kec Senggii
Perda No 7/2014"
91.11.10.2006,"Pemekaran Desa Semografi Perda No. 19/2012. Semula Wil Kec Web
Perda No 7/2014"
91.11.10.2007,"Pemekaran Desa Amgotro Perda No. 19/2012. Semula Wil Kec Web
Perda No 7/2014"
91.11.11,Pemekaran wil Kec Senggi Perda No 7/2014
91.11.11.2001,"Pemekaran Desa Usku Perda No. 19/2012. Semula Wil Kec Senggi
Perda No 7/2014"
91.11.11.2002,"Pemekaran Desa Usku Perda No. 19/2012. Semula Wil Kec Senggi
Perda No 7/2014"
91.11.11.2003,"Pemekaran Desa Usku Perda No. 19/2012. Semula Wil Kec Senggi
Perda No 7/2014"
91.11.11.2004,"Pemekaran Desa Usku Perda No. 19/2012. Semula Wil Kec Senggi
Perda No 7/2014"
91.11.11.2005,"Pemekaran Desa Tefanma Perda No. 19/2012. Semula Wil Kec Towe
Perda No 7/2014"
91.15,"Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
91.15.01,-
91.15.01.2003,Waren I
91.15.01.2004,Waren II
91.15.01.2011,Nonomi
91.15.01.2020,Sarafambai
91.15.01.2025,Uri
91.15.01.2027,Batu Zaman
91.15.01.2029,Sawara Jaya
91.15.03,-
91.15.03.2006,Saurisirami
91.15.03.2009,Sinonde
91.15.03.2013,Perda No. 3/2009
91.15.03.2014,Perda No. 3/2009
91.15.03.2015,Perda No. 3/2009
91.15.03.2016,Pemekaran desa Sirami Perda No. 2/2011
91.15.03.2017,Pemekaran desa Bunggu Perda No. 2/2011
91.15.03.2018,Pemekaran desa Sinonde Perda No. 2/2011
91.15.03.2019,Pemekaran desa Koweda Perda No. 2/2011
91.15.07,Perda No. 4/2006
91.15.07.2002,Semula wil. Kec. Masirei
91.15.07.2003,Semula wil. Kec. Masirei
91.15.07.2013,Pemekaran desa Wobari Perda No. 2/2011
91.15.07.2014,Pemekaran desa Wobari Perda No. 2/2011
91.15.07.2015,Pemekaran desa Fafado Perda No. 2/2011
91.15.07.2016,Pemekaran desa Wobari Perda No. 2/2011
91.15.07.2017,Pemekaran desa Fafado Perda No. 2/2011
91.15.07.2018,Pemekaran desa Fafado Perda No. 2/2011
91.15.07.2019,Pemekaran desa Fafado Perda No. 2/2011
91.15.07.2020,Pemekaran desa Fafado Perda No. 2/2011
91.15.08,Perda No. 4/2006
91.15.08.2001,Semula wil. Kec. Waropen Bawah
91.15.08.2002,Semula wil. Kec. Waropen Bawah
91.15.08.2003,Semula wil. Kec. Waropen Bawah
91.15.08.2004,Semula wil. Kec. Waropen Bawah
91.15.08.2005,Semula wil. Kec. Waropen Bawah
91.15.08.2006,Semula wil. Kec. Waropen Bawah
91.15.08.2007,Semula wil. Kec. Waropen Bawah
91.15.08.2008,Perda No. 3/2009
91.15.08.2009,Perda No. 3/2009
91.15.08.2010,Perda No. 3/2009
91.15.08.2011,Perda No. 3/2009
91.15.08.2012,Perda No. 3/2009
91.15.09,Perda No. 4/2006
91.15.09.2002,Semula wil. Kec. Warpoen Bawah
91.15.09.2004,Semula wil. Kec. Waropen Bawah
91.15.09.2005,Semula wil. Kec. Warpoen Bawah
91.15.09.2006,Semula wil. Kec. Waropen Bawah
91.15.09.2008,Semula wil. Kec. Waropen Bawah
91.15.09.2011,Semula wil. Kec. Waropen Bawah
91.15.09.2012,Perda No. 3/2009
91.15.10,Perda No. 4/2006
91.15.10.2001,Perda No. 4/2006
91.15.10.2002,Perda No. 4/2006
91.15.10.2003,Perda No. 4/2006
91.15.10.2004,Perda No. 4/2006
91.15.10.2005,Perda No. 4/2006
91.15.10.2006,Perda No. 4/2006
91.15.10.2007,Perda No. 4/2006
91.15.10.2008,Perda No. 4/2006
91.15.10.2009,Perda No. 4/2006
91.15.10.2010,Perda No. 3/2009
91.15.11,"Pemekaran Kec. Waropen Perda No. 4/2009, Srt Gub. No.
135/3781/SET Tgl. 14 Sept' 2012"
91.15.11.2001,Semula wil Kec. Waropen Bawah Perda No. 4/2009
91.15.11.2002,Semula wil Kec. Waropen Bawah Perda No. 4/2009
91.15.11.2003,Semula wil Kec. Waropen Bawah Perda No. 4/2009
91.15.11.2004,Semula wil Kec. Waropen Bawah Perda No. 4/2009
91.15.11.2005,Pemekaran desa Sowiwa Perda No. 3/2009
91.15.11.2006,Ruambak Jaya
91.15.11.2007,Moroa
91.15.11.2008,"Semula wil. Kec. Waropen Bawah, Semula wil Kec. Waropen Perda
No. 4/2009"
91.15.12,"Pemekaran Kec. Inggerus Perda No. 4/2009, Srt Gub. No.
135/3781/SET Tgl. 14 Sept' 2012"
91.15.12.2001,"Semula wil. Kec. Waropen Bawah, Semula wil Kec. Inggerus Perda
No. 4/2009"
91.15.12.2002,"Semula wil. Kec. Waropen Bawah, Semula wil Kec. Inggerus Perda
No. 4/2009"
91.15.12.2003,"Semula wil. Kec. Warpoen Bawah, Semula wil Kec. Inggerus Perda
No. 4/2009"
91.15.12.2004,"Semula wil. Kec. Waropen Bawah, Semula wil Kec. Inggerus Perda
No. 4/2009"
91.15.12.2005,Pemekaran desa Wapoga Perda No. 3/2009
91.15.12.2006,Pemekaran desa Wapoga Perda No. 3/2009
91.15.12.2007,Pemekaran desa Wapoga Perda No. 3/2009
91.15.13,"Pemekaran Kec. Masirei Perda No. 4/2009, Srt Gub. No. 135/3781/SET
Tgl. 14 Sept' 2012"
91.15.13.2001,Semula wil Kec. Masirei Perda No. 4/2009
91.15.13.2002,Semula wil Kec. Masirei Perda No. 4/2009
91.15.13.2003,Semula wil Kec. Masirei Perda No. 4/2009
91.15.13.2007,Tetui
91.15.13.2008,Demba
91.15.13.2009,Fafai
91.15.13.2017,Pemekaran desa Mayaghaido Perda No. 2/2011
91.15.13.2018,Pemekaran desa Aniboi Perda No. 2/2011
91.15.13.2019,Pemekaran desa Tetui Perda No. 2/2011
91.15.13.2020,Pemekaran desa Urato Perda No. 2/2011
91.15.14,Pemekaran Kec. Demba Perda No. 3/2011
91.15.14.2001,"Semula wil Kec. Masirei Perda No. 4/2009, Semula wil. Kec. Demba
Perda No. 3/2011"
91.15.14.2002,Semula wil. Kec. Demba Perda No. 3/2011
91.15.14.2003,"Semula wil Kec. Masirei Perda No. 4/2009, Semula wil. Kec. Demba
Perda No. 3/2011"
91.15.14.2004,"Pemekaran desa Fafai Perda No. 2/2011, Semula wil. Kec. Dermba
Perda No. 3/2011"
91.15.14.2005,"Pemekaran desa Odase Perda No. 2/2011, Semula wil. Kec. Demba
Perda No. 3/2011"
91.15.14.2006,"Pemekaran desa Fafai Perda No. 2/2011, Semula wil. Kec. Demba
Perda No. 3/2011"
91.15.14.2007,"Pemekaran desa Odase Perda No. 2/2011, Semula wil. Kec. Demba
Perda No. 3/2011"
91.15.14.2008,"Pemekaran desa Wanda Perda No. 2/2011, Semula wil. Kec. Demba
Perda No. 3/2011"
91.15.14.2009,"Pemekaran desa Bokadaro Perda No. 2/2011, Semula wil. Kec. Demba
Perda No. 3/2011"
91.15.14.2010,"Pemekaran desa Bokadaro Perda No. 2/2011, Semula wil. Kec. Demba
Perda No. 3/2011"
91.15.15,Pemekaran Kec. Risei Sayati Perda No. 3/2011
91.15.15.2001,"Semula wil. Kec. Masirei, Semula wil. Kec. Risei Sayati Perda No.
3/2011"
91.15.15.2002,"Perda No. 3/2009, Semula wil. Kec. Risei Sayati Perda No. 3/2011"
91.15.15.2003,"Perda No. 3/2009, Semula wil. Kec. Risei Sayati Perda No. 3/2011"
91.15.15.2004,"Perda No. 3/2009, Semula wil. Kec. Risei Sayati Perda No. 3/2011"
91.15.15.2005,"Pemekaran desa Soyoi Perda No. 2/2011, Semula wil. Kec. Risei
Sayati Perda No. 3/2011"
91.15.15.2006,"Pemekaran desa Mambai Perda No. 2/2011, Semula wil. Kec. Risei
Sayati Perda No. 3/2011"
91.15.15.2007,"Pemekaran desa Napani Perda No. 2/2011, Semula wil. Kec. Risei
Sayati Perda No. 3/2011"
91.15.15.2008,"Pemekaran desa Daimboa Perda No. 2/2011, Semula wil. Kec. Risei
Sayati Perda No. 3/2011"
91.15.15.2009,"Pemekaran desa Soyoi Perda No. 2/2011, Semula wil. Kec. Risei
Sayati Perda No. 3/2011"
91.15.15.2010,"Pemekaran desa Daimboa Perda No. 2/2011, Semula wil. Kec. Risei
Sayati Perda No. 3/2011"
91.19,"Luas Wilayah Definitif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
91.19.01,-
91.19.01.2003,Fanindi
91.19.01.2004,Odori
91.19.01.2010,Biniki
91.19.01.2011,Didiabolo
91.19.01.2015,Warbefondi
91.19.01.2016,Awaki
91.19.01.2019,Maryaidori
91.19.02,-
91.19.02.2003,Warsa
91.19.02.2008,Warbor
91.19.02.2009,Kobari Jaya
91.19.02.2010,Fanjur
91.19.02.2015,Puweri
91.19.03,-
91.19.03.2001,Semula wil. Kec. Supiori Selatan
91.19.03.2002,Semula wil. Kec. Supiori Selatan
91.19.03.2003,Semula wil. Kec. Supiori Selatan
91.19.03.2004,Semula wil. Kec. Supiori Selatan
91.19.03.2005,Semula wil. Kec. Supiori Utara
91.19.03.2006,Semula wil. Kec. Supiori Utara
91.19.03.2007,Semula wil. Kec. Supiori Utara
91.19.03.2008,Semula wil. Kec. Supiori Utara
91.19.03.2009,Syurdori
91.19.03.2010,Douwbo
91.19.04,Perda No. 2/2006
91.19.04.2001,Semula wil. Kec. Supiori Selatan
91.19.04.2002,Semula wil. Kec. Supiori Selatan
91.19.04.2003,Semula wil. Kec. Supiori Selatan
91.19.04.2004,Semula wil. Kec. Supiori Selatan
91.19.04.2005,Semula wil. Kec. Supiori Selatan
91.19.04.2006,Semula wil. Kec. Supiori Selatan
91.19.04.2007,Semula wil. Kec. Supiori Selatan
91.19.04.2008,Semula wil. Kec. Supiori Selatan
91.19.04.2009,Semula wil. Kec. Supiori Selatan
91.19.05,Perda No. 6/2006
91.19.05.2001,Semula wil. Kec. Supiori Utara
91.19.05.2002,Semula wil. Kec. Supiori Utara
91.19.05.2003,Semula wil. Kec. Supiori Utara
91.19.05.2004,Semula wil. Kec. Supiori Utara
91.19.05.2005,Semula wil. Kec. Supiori Utara
91.19.05.2006,Semula wil. Kec. Supiori Utara
91.19.05.2007,Semula wil. Kec. Supiori Utara
91.20,"Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
91.20.01,Semula wil. Kab. Sarmi
91.20.01.2001,Burmeso
91.20.01.2002,Anggreso
91.20.01.2003,Kasonaweja
91.20.01.2004,Metaweja
91.20.01.2005,Namunaweja
