code,name
11.15.06.2010,Semula wil. Kec. Seunagan
11.15.06.2011,Semula wil. Kec. Seunagan
11.15.06.2012,Semula wil. Kec. Seunagan
11.15.06.2013,Semula wil. Kec. Seunagan
11.15.06.2014,Semula wil. Kec. Seunagan
11.15.06.2015,Semula wil. Kec. Seunagan
11.15.06.2016,Semula wil. Kec. Seunagan
11.15.06.2017,Semula wil. Kec. Seunagan
11.15.06.2018,Semula wil. Kec. Seunagan
11.15.06.2019,Semula wil. Kec. Seunagan
11.15.07,Perda No. 2/2007
11.15.07.2001,Semula wil. Kec. Kuala
11.15.07.2002,Semula wil. Kec. Kuala
11.15.07.2003,Semula wil. Kec. Kuala
11.15.07.2004,Semula wil. Kec. Kuala
11.15.07.2005,Semula wil. Kec. Kuala
11.15.07.2006,Semula wil. Kec. Kuala
11.15.07.2007,Semula wil. Kec. Kuala
11.15.07.2008,Semula wil. Kec. Kuala
11.15.07.2009,Semula wil. Kec. Kuala
11.15.07.2010,Semula wil. Kec. Kuala
11.15.07.2011,Semula wil. Kec. Kuala
11.15.07.2012,Semula wil. Kec. Kuala
11.15.07.2013,Semula wil. Kec. Kuala
11.15.07.2014,Semula wil. Kec. Kuala
11.15.07.2015,"Semula wil. Kec. Kuala, Perbaikan nama sesuai Srt Ditjen Pemdes No.
145/1820/SET tgl 15 Nov 2018 hal penyampaian hasil validasi"
11.15.07.2016,Semula wil. Kec. Kuala
11.15.08,Perda No. 2/2007
11.15.08.2001,Semula wil. Kec. Kuala
11.15.08.2002,Semula wil. Kec. Kuala
11.15.08.2003,Semula wil. Kec. Kuala
11.15.08.2004,Semula wil. Kec. Kuala
11.15.08.2005,Semula wil. Kec. Kuala
11.15.08.2006,"Semula wil. Kec. Kuala, Perbaikan nama sesuai Validasi Data Nama
dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.15.08.2007,Semula wil. Kec. Kuala
11.15.08.2008,Semula wil. Kec. Kuala
11.15.08.2009,Semula wil. Kec. Kuala
11.15.08.2010,Semula wil. Kec. Kuala
11.15.08.2011,Semula wil. Kec. Kuala
11.15.08.2012,Semula wil. Kec. Kuala
11.15.08.2013,Semula wil. Kec. Kuala
11.15.08.2014,"Semula wil. Kec. Kuala, Perbaikan nama sesuai Surat Pem Aceh
No.146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data
Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.15.08.2015,"Semula wil. Kec. Kuala, Perbaikan nama sesuai Validasi Data Nama
dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.15.08.2016,Semula wil. Kec. Kuala
11.15.08.2017,Semula wil. Kec. Kuala
11.15.08.2018,Semula wil. Kec. Kuala
11.15.08.2019,Semula wil. Kec. Kuala
11.15.08.2020,Semula wil. Kec. Kuala
11.15.08.2021,Semula wil. Kec. Kuala
11.15.08.2022,Semula wil. Kec. Kuala
11.15.09,"Pemekaran Kec Darul Makmur, Qonun No. 3/2011"
11.15.09.2001,Semula wil Kec. Darul Makmur Perda No. 3/2011
11.15.09.2002,Semula wil Kec. Darul Makmur Perda No. 3/2011
11.15.09.2003,Semula wil Kec. Darul Makmur Perda No. 3/2011
11.15.09.2004,"Semula wil Kec. Darul Makmur Perda No. 3/2011, Perbaikan nama
sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan
Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.15.09.2005,Semula wil Kec. Darul Makmur Perda No. 3/2011
11.15.09.2006,Semula wil Kec. Darul Makmur Perda No. 3/2011
11.15.09.2007,Semula wil Kec. Darul Makmur Perda No. 3/2011
11.15.09.2008,Semula wil Kec. Darul Makmur Perda No. 3/2011
11.15.09.2009,Semula wil Kec. Darul Makmur Perda No. 3/2011
11.15.09.2010,Semula wil Kec. Darul Makmur Perda No. 3/2011
11.15.09.2011,Semula wil Kec. Darul Makmur Perda No. 3/2011
11.15.10,"Pemekaran sebagian wil Kec. Beutong, Qonun No. 2/2011"
11.15.10.2001,"Semula wil Kec. Beutong, Qonun No. 2/2011"
11.15.10.2002,"Semula wil Kec. Beutong, Qonun No. 2/2011"
11.15.10.2003,"Semula wil Kec. Beutong, Qonun No. 2/2011"
11.15.10.2004,"Semula wil Kec. Beutong, Qonun No. 2/2011"
11.16,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
11.16,KAB. ACEH TAMIANG
11.16.01,-
11.16.01.2001,Simpang Lhee
11.16.01.2002,Buket Panyang Sa
11.16.01.2003,Buket Panyang Dua
11.16.01.2004,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.16.01.2005,Sampaimah
11.16.01.2006,Krueng Sikajang
11.16.01.2007,Seuneubok Punti
11.16.01.2008,Mesjid
11.16.01.2009,Paya Ketenggar
11.16.01.2010,Pahlawan
11.16.01.2011,Matang Ara Aceh
11.16.01.2012,Ie Bintah
11.16.01.2013,Geudham
11.16.01.2014,Geulanggang Merak
11.16.01.2015,Bukit Paya
11.16.01.2016,Dagang Setia
11.16.01.2017,Meunasah Paya
11.16.01.2018,Benteng Anyer
11.16.01.2019,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.16.01.2020,Lueng Manyo
11.16.01.2021,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.16.01.2022,Lhok Medang Ara
11.16.01.2023,Kaseh Sayang
11.16.01.2024,Seuneubok Pidie
11.16.01.2025,Matang Cincin
11.16.01.2026,Matang Ara Jawa
11.16.01.2027,Meurandeh
11.16.01.2028,Raja Tuha
11.16.01.2029,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.16.01.2030,Alue Ie Puteh
11.16.01.2031,Alue Sentang
11.16.01.2032,Seuneubok Cantek
11.16.01.2033,Sapta Marga
11.16.01.2034,Paya Baru
11.16.01.2035,Bandung Jaya
11.16.01.2036,Pandan Sari
11.16.02,-
11.16.02.2001,Mesjid Sungai Iyu
11.16.02.2002,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017, Perbaikan nama sesuai Srt Ditjen Pemdes No. 145/1820/SET
tgl 15 Nov 2018 hal penyampaian hasil validasi"
11.16.02.2003,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.16.02.2004,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.16.02.2005,"Seuneubok Dalam
Mesjid"
11.16.02.2006,Bandar Baru
11.16.02.2007,Cinta Raja
11.16.02.2008,Kuala Genting
11.16.02.2009,Bandar Khalifah
11.16.02.2010,"Suka Mulia
Bendahara"
11.16.02.2011,Seuneubok Aceh
11.16.02.2012,Tengku Tinggi
11.16.02.2013,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.16.02.2014,Marlempang
11.16.02.2015,Balai
11.16.02.2016,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.16.02.2017,Lambung Blang
11.16.02.2018,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.16.02.2019,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.16.02.2020,Raja
11.16.02.2021,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.16.02.2029,Upah
11.16.02.2030,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.16.02.2031,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.16.02.2035,"Seuneubok Dalam
Upah"
11.16.02.2036,Mesjid Bendahara
11.16.02.2037,Teluk Kemiri
11.16.02.2038,Teluk Kepayang
11.16.02.2039,Teluk Halban
11.16.02.2040,Rantau Pakam
11.16.02.2041,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.16.02.2042,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.16.02.2043,Kuala Penaga
11.16.03,-
11.16.03.2001,Kesehatan
11.16.03.2002,Suka Jadi
11.16.03.2006,Menanggini
11.16.03.2007,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.16.03.2009,Bundar
11.16.03.2011,Dalam
11.16.03.2012,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.16.03.2013,Air Tenang
11.16.03.2014,Johar
11.16.03.2015,Tupah
11.16.03.2016,Banai
11.16.03.2017,Rantau Panjang
11.16.03.2018,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.16.03.2019,Pahlawan
11.16.03.2020,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.16.03.2021,Paya Tampah
11.16.03.2022,Alur Baung
11.16.03.2023,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.16.03.2024,Kebun Medang Ara
11.16.03.2025,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.16.03.2026,Paya Awe
11.16.03.2027,Simpang Empat
11.16.03.2028,Paya Kulbi
11.16.03.2029,Alur Bemban
11.16.03.2030,Paya Meta
11.16.03.2031,"Perbaikan nama sesuai Srt Ditjen Pemdes No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
11.16.03.2032,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.16.03.2033,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.16.03.2034,Bukit Panjang
11.16.03.2035,Alue Lhok
11.16.03.2036,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh.
Perbaikan nama desa semula Sukajadi Paya Bujok menjadi Suka Jadi
Paya Bujok, sesuai:
Qanun No. 14 Tahun 2021; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.16.04,-
11.16.04.2002,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.16.04.2003,Binjai
11.16.04.2004,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.16.04.2005,Padang Langgis
11.16.04.2006,"Perbaikan nama sesuai Srt Ditjen Pemdes No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi.
Perbaikan nama desa semula Sukaramai Satu menjadi Suka Ramai
Satu, sesuai:
Qanun No. 14 Tahun 2021; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.16.04.2007,"Perbaikan nama sesuai Srt Ditjen Pemdes No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi.
Perbaikan nama desa semula Sukaramai Dua menjadi Suka Ramai Dua,
sesuai:
Qanun No. 14 Tahun 2021; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.16.04.2008,"Perkebunan
Seruway"
11.16.04.2009,Gedung Biara
11.16.04.2010,Alur Alim
11.16.04.2011,Tualang
11.16.04.2012,Matang Sentang
11.16.04.2013,Air Masin
11.16.04.2014,Sidodadi
11.16.04.2015,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.16.04.2016,Muka Sungai Kuruk
11.16.04.2017,Paya Udang
11.16.04.2018,Gelung
11.16.04.2019,Kampung Baru
11.16.04.2020,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.16.04.2021,Sungai Kuruk I
11.16.04.2022,Sungai Kuruk II
11.16.04.2023,Sungai Kuruk III
11.16.04.2024,Tangsi Lama
11.16.04.2025,Lubuk Damar
11.16.05,-
11.16.05.2001,"Perbaikan nama sesuai Srt Ditjen Pemdes No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
11.16.05.2002,Perdamaian
11.16.05.2003,Sriwijaya
11.16.05.2004,Bukit Tempurung
11.16.05.2005,"Perbaikan nama sesuai Srt Ditjen Pemdes No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi.
Perbaikan nama desa semula Kotalintang menjadi Kota Lintang, sesuai:
Qanun No. 14 Tahun 2021; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.16.06,-
11.16.06.2001,Bukit Rata
11.16.06.2002,Pangkalan
11.16.06.2003,Tanjung Mancang
11.16.06.2004,Simpang Kanan
11.16.06.2005,Tanjung Genteng
11.16.06.2006,Gerenggam
11.16.06.2007,Suka Makmur
11.16.06.2008,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.16.06.2010,Sungai Liput
11.16.06.2011,Kebun Sungai Liput
11.16.06.2012,Purwodadi
11.16.06.2013,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.16.06.2014,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.16.06.2015,Karang Jadi
11.16.06.2016,Seumadam
11.16.06.2021,"Pemekaran sebagian wil. Desa Seumadam, sesuai:
Perda No. 6 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4441/BPD tgl 30 Agustus 2022."
11.16.07,-
11.16.07.2001,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.16.07.2002,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.16.07.2003,Bandar Khalifah
11.16.07.2004,Kaloy
11.16.07.2005,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.16.07.2006,Harum Sari
11.16.07.2007,Bandar Setia
11.16.07.2008,Rongoh
11.16.07.2010,Wono Sari
11.16.08,-
11.16.08.2001,Benua Raja
11.16.08.2002,Landuh
11.16.08.2003,Paya Bedi
11.16.08.2004,Ingin Jaya
11.16.08.2005,Suka Rahmat
11.16.08.2006,Suka Jadi
11.16.08.2007,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.16.08.2008,Rantau Pauh
11.16.08.2009,Alur Cucur
11.16.08.2010,Pertamina
11.16.08.2011,Kebun Rantau
11.16.08.2012,Alur Manis
11.16.08.2013,Jamur Jelatang
11.16.08.2014,Suka Rakyat
11.16.08.2015,Jamur Labu
11.16.08.2016,Suka Mulia
11.16.08.2017,"Pemekaran sebagian wil. Desa Rantau Pauh, Desa Alur Cucur dan
Desa Durian, sesuai:
Perda No. 6 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4441/BPD tgl 30 Agustus 2022."
11.16.09,Qanun No.6/2006
11.16.09.2001,Semula wil. Kec. Bendahara
11.16.09.2002,Semula wil. Kec. Bendahara
11.16.09.2003,Semula wil. Kec. Bendahara
11.16.09.2004,"Semula wil. Kec. Bendahara, Perbaikan nama sesuai Surat Pem Aceh
No.146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data
Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.16.09.2005,Semula wil. Kec. Bendahara
11.16.09.2006,"Semula wil. Kec. Bendahara, Perbaikan nama sesuai Validasi Data
Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.16.09.2007,Semula wil. Kec. Bendahara
11.16.09.2008,Semula wil. Kec. Bendahara
11.16.09.2009,"Semula wil. Kec. Bendahara, Perbaikan nama sesuai Surat Pem Aceh
No. 146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama
Desa/Gampong di Aceh"
11.16.09.2010,Semula wil. Kec. Bendahara
11.16.10,Qanun No.6/2006
11.16.10.2001,Semula wil. Kec. Tamiang Hulu
11.16.10.2002,"Semula wil. Kec.Tamiang Hulu, Perbaikan nama sesuai Surat Pem
Aceh No. 146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama
Desa/Gampong di Aceh, Perbaikan nama sesuai Srt Ditjen Pemdes No.
145/1820/SET tgl 15 Nov 2018 hal penyampaian hasil validasi"
11.16.10.2003,Semula wil. Kec. Tamiang Hulu
11.16.10.2004,Semula wil. Kec. Tamiang Hulu
11.16.10.2005,"Semula wil. Kec. Tamiang Hulu, Perbaikan nama sesuai Surat Pem
Aceh No. 146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama
Desa/Gampong di Aceh"
11.16.10.2006,Semula wil. Kec. Tamiang Hulu
11.16.10.2007,Semula wil. Kec. Tamiang Hulu
11.16.10.2008,Semula wil. Kec. Tamiang Hulu
11.16.10.2009,Semula wil. Kec. Tamiang Hulu
11.16.10.2010,Semula wil. Kec. Tamiang Hulu
11.16.10.2011,Semula wil. Kec. Tamiang Hulu
11.16.10.2012,"Semula wil. Kec. Tamiang Hulu, Perbaikan nama sesuai Surat Pem
Aceh No. 146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama
Desa/Gampong di Aceh"
11.16.10.2013,Semula wil. Kec. Tamiang Hulu
11.16.10.2014,Semula wil. Kec. Tamiang Hulu
11.16.10.2015,Semula wil. Kec. Tamiang Hulu
11.16.11,Qanun No.6/2006
11.16.11.2001,Semula wil. Kec. Kejuruan Muda
11.16.11.2002,Semula wil. Kec. Kejuruan Muda
11.16.11.2003,Semula wil. Kec. Kejuruan Muda
11.16.11.2004,Semula wil. Kec. Kejuruan Muda
11.16.11.2005,Semula wil. Kec. Kejuruan Muda
11.16.11.2006,"Pemekaran sebagian wil. Desa Tenggulun, sesuai:
Perda No. 6 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4441/BPD tgl 30 Agustus 2022."
11.16.12,Qanun No.6/2006
11.16.12.2001,"Semula wil. Kec. Karang Baru, Perbaikan nama sesuai Srt Ditjen
Pemdes No. 145/1820/SET tgl 15 Nov 2018 hal penyampaian hasil
validasi"
11.16.12.2002,Semula wil. Kec. Karang Baru
11.16.12.2003,Semula wil. Kec. Karang Baru
11.16.12.2004,Semula wil. Kec. Karang Baru
11.16.12.2005,"Semula wil. Kec. Karang Baru, Perbaikan nama sesuai Srt Ditjen
Pemdes No. 145/1820/SET tgl 15 Nov 2018 hal penyampaian hasil
validasi"
11.16.12.2006,Semula wil. Kec. Karang Baru
11.16.12.2007,Semula wil. Kec. Karang Baru
11.16.12.2008,Semula wil. Kec. Karang Baru
11.16.12.2009,"Semula wil. Kec. Karang Baru, Perbaikan nama sesuai Validasi Data
Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.16.12.2010,Semula wil. Kec. Karang Baru
11.16.12.2011,Semula wil. Kec. Karang Baru
11.16.12.2012,Semula wil. Kec. Karang Baru
11.16.12.2013,Semula wil. Kec. Karang Baru
11.16.12.2014,Semula wil. Kec. Karang Baru
11.17,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
11.17.01,-
11.17.01.2001,Blang Rakal
11.17.01.2002,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.17.01.2003,Alur Cincin
11.17.01.2004,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.17.01.2005,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.17.01.2006,Taman Firdaus
11.17.01.2007,Uning Mas
11.17.01.2008,Perdamaian
11.17.01.2009,Ulu Naron
11.17.01.2010,Pantan Lah
11.17.01.2011,Pancar Jelobok
11.17.01.2012,Alur Gading
11.17.01.2013,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.17.01.2014,Singah Mulo
11.17.01.2015,Simpang Lancang
11.17.01.2016,Wih Porak
11.17.01.2017,Bener Meriah
11.17.01.2018,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.17.01.2019,Musara Pakat
11.17.01.2020,Rata Ara
11.17.01.2021,Gemasih
11.17.01.2022,Pulo Intan
11.17.01.2023,Blang Ara
11.17.02,-
11.17.02.2001,Bener Pepanyi
11.17.02.2002,Bintang Bener
11.17.02.2003,Bintang Permata
11.17.02.2004,Buntul Peteri
11.17.02.2005,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.17.02.2006,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.17.02.2007,Pantan Tengah Jaya
11.17.02.2008,Penosan Jaya
11.17.02.2009,Ramung Jaya
11.17.02.2010,Seni Antara
11.17.02.2011,Temas Mumanang
11.17.02.2012,Wih Tenang Toa
11.17.02.2013,"Perbaikan nama sesuai Srt Pem Aceh No.146.1/10560 tgl 13 Juni 2016
Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh, Perbaikan nama
sesuai Srt Ditjen Pemdes No. 145/1820/SET tgl 15 Nov 2018 hal
penyampaian hasil validasi"
11.17.02.2014,Ayu Ara
11.17.02.2015,Ceding Ayu
11.17.02.2016,Uning Sejuk
11.17.02.2017,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.17.02.2018,Rikit Musara
11.17.02.2019,Jungke
11.17.02.2020,Burni Pase
11.17.02.2021,Bale Musara
11.17.02.2022,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.17.02.2023,Jelobok
11.17.02.2024,Kepies
11.17.02.2025,Timur Jaya
11.17.02.2026,Bale Purnama
11.17.02.2027,Tawar Bengi
11.17.03,-
11.17.03.2001,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.17.03.2003,Gerpa
11.17.03.2004,Goneng
11.17.03.2007,Kerlang
11.17.03.2008,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.17.03.2009,Pasir Putih
11.17.03.2010,Payung
11.17.03.2012,Rusip
11.17.03.2014,Tembolon
11.17.03.2015,Uning
11.17.03.2016,"Perbaikan nama sesuai Srt Pem Aceh No.146.1/10560 tgl 13 Juni 2016
Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh, Perbaikan nama
sesuai Srt Ditjen Pemdes No. 145/1820/SET tgl 15 Nov 2018 hal
penyampaian hasil validasi"
11.17.03.2017,Rata Mulie
11.17.03.2018,Tempen Baru
11.17.03.2019,Geruti Jaya
11.17.04,-
11.17.04.2001,Bahgie Bertona
