level,kode,nama_wilayah,parent_provinsi,parent_kabupaten,jumlah_desa,luas_wilayah,keterangan
desa,11.11.04.2061,,,,,,
desa,11.11.04.2062,,,,,,
desa,11.11.04.2063,,,,,,
desa,11.11.04.2064,,,,,,
desa,11.11.04.2065,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017. Perbaikan nama desa semula Cot Iboih menjadi Cot Iboeh, sesuai:  Qanun No. 36 Tahun 2004; dan Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
desa,11.11.04.2071,,,,,,
desa,11.11.04.2072,,,,,,
desa,11.11.04.2073,,,,,,
desa,11.11.04.2075,,,,,,
desa,11.11.04.2076,,,,,,
desa,11.11.04.2077,,,,,,
desa,11.11.04.2078,,,,,,Qanun No. 9/2007
desa,11.11.04.2079,,,,,,Qanun No. 9/2007
desa,11.11.04.2080,,,,,,"Qanun No. 9/2007, Perbaikan nama sesuai Surat Pem Aceh  No.146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data  Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.11.04.2081,,,,,,"Qanun No. 9/2007, Perbaikan nama sesuai Surat Pem Aceh No.  146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong  di Aceh. Perbaikan nama desa semula Laksamana menjadi Lhaksmana, sesuai:  Qanun No. 9 Tahun 2007; dan Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
kecamatan,11.11.05,Peusangan,,KAB. BIREUEN,69.0,,
desa,11.11.05.2003,,,,,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017. Perubahan nama desa semula Meunasah Timu menjadi Matang  Glumpang Dua Mns. Timu (X), sesuai: Qanun No. 37 Tahun 2004; dan Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
desa,11.11.05.2004,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.05.2005,,,,,,"Perbaikan nama sesuai Srt Pem Aceh No.146.1/10560 tgl 13 Juni 2016  Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh, Perbaikan nama Ds.  Meunasah Dayah sesuai Srt Ditjen Pemdes No. 145/1820/SET tgl 15  Nov 2018 hal penyampaian hasil validasi"
desa,11.11.05.2006,,,,,,
desa,11.11.05.2007,,,,,,
desa,11.11.05.2008,,,,,,
desa,11.11.05.2009,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.05.2010,,,,,,
desa,11.11.05.2011,,,,,,
desa,11.11.05.2012,,,,,,
desa,11.11.05.2013,,,,,,
desa,11.11.05.2014,,,,,,
desa,11.11.05.2015,,,,,,
desa,11.11.05.2016,,,,,,
desa,11.11.05.2017,,,,,,
desa,11.11.05.2018,,,,,,
desa,11.11.05.2019,,,,,,
desa,11.11.05.2020,,,,,,
desa,11.11.05.2021,,,,,,
desa,11.11.05.2022,,,,,,
desa,11.11.05.2023,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.05.2024,,,,,,
desa,11.11.05.2025,,,,,,
desa,11.11.05.2027,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.05.2028,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.05.2029,,,,,,
desa,11.11.05.2030,,,,,,
desa,11.11.05.2031,,,,,,
desa,11.11.05.2032,,,,,,
desa,11.11.05.2033,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.05.2034,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.05.2035,,,,,,
desa,11.11.05.2036,,,,,,
desa,11.11.05.2037,,,,,,
desa,11.11.05.2038,,,,,,
desa,11.11.05.2040,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.05.2041,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.05.2042,,,,,,
desa,11.11.05.2043,,,,,,
desa,11.11.05.2044,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.05.2045,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.05.2046,,,,,,
desa,11.11.05.2047,,,,,,"Perbaikan nama sesuai Srt Ditjen Pemdes No. 145/1820/SET tgl 15 Nov  2018 hal penyampaian hasil validasi. Perubahan nama desa semula Krueng Deue menjadi Krueng Dheu,  sesuai: Qanun 37 Tahun 2004; dan Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
desa,11.11.05.2048,,,,,,
desa,11.11.05.2049,,,,,,
desa,11.11.05.2050,,,,,,
desa,11.11.05.2051,,,,,,
desa,11.11.05.2052,,,,,,
desa,11.11.05.2055,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.05.2056,,,,,,
desa,11.11.05.2057,,,,,,
desa,11.11.05.2058,,,,,,
desa,11.11.05.2059,,,,,,Perbaikan nama Ds. Kareueng sesuai Srt Ditjen Pemdes No.  145/1820/SET tgl 15 Nov 2018 hal penyampaian hasil validasi
desa,11.11.05.2060,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.05.2061,,,,,,
desa,11.11.05.2062,,,,,,
desa,11.11.05.2063,,,,,,
desa,11.11.05.2064,,,,,,
desa,11.11.05.2065,,,,,,
desa,11.11.05.2066,,,,,,
desa,11.11.05.2067,,,,,,
desa,11.11.05.2068,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.05.2069,,,,,,
desa,11.11.05.2105,,,,,,
desa,11.11.05.2106,,,,,,
desa,11.11.05.2107,,,,,,
desa,11.11.05.2108,,,,,,Qanun No. 8/2007
kecamatan,11.11.06,Makmur,,KAB. BIREUEN,27.0,,
kecamatan,11.11.06,,,,27.0,,
desa,11.11.06.2001,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.11.06.2002,,,,,,
desa,11.11.06.2003,,,,,,
desa,11.11.06.2004,,,,,,
desa,11.11.06.2005,,,,,,
desa,11.11.06.2006,,,,,,
desa,11.11.06.2007,,,,,,
desa,11.11.06.2008,,,,,,
desa,11.11.06.2009,,,,,,
desa,11.11.06.2010,,,,,,
desa,11.11.06.2011,,,,,,
desa,11.11.06.2012,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.06.2013,,,,,,
desa,11.11.06.2014,,,,,,
desa,11.11.06.2015,,,,,,
desa,11.11.06.2017,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.11.06.2018,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.06.2019,,,,,,
desa,11.11.06.2020,,,,,,
desa,11.11.06.2021,,,,,,
desa,11.11.06.2022,,,,,,
desa,11.11.06.2023,,,,,,
desa,11.11.06.2024,,,,,,
desa,11.11.06.2025,,,,,,
desa,11.11.06.2026,,,,,,
desa,11.11.06.2027,,,,,,Qanun No. 9/2007
kecamatan,11.11.07,,,,,,
kecamatan,11.11.07,Gandapura,,KAB. BIREUEN,40.0,,
desa,11.11.07.2001,,,,,,
desa,11.11.07.2002,,,,,,
desa,11.11.07.2003,,,,,,
desa,11.11.07.2004,,,,,,
desa,11.11.07.2005,,,,,,
desa,11.11.07.2006,,,,,,
desa,11.11.07.2007,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.07.2008,,,,,,
desa,11.11.07.2009,,,,,,
desa,11.11.07.2010,,,,,,
desa,11.11.07.2011,,,,,,
desa,11.11.07.2012,,,,,,
desa,11.11.07.2013,,,,,,
desa,11.11.07.2014,,,,,,
desa,11.11.07.2015,,,,,,
desa,11.11.07.2016,,,,,,
desa,11.11.07.2017,,,,,,
desa,11.11.07.2018,,,,,,
desa,11.11.07.2019,,,,,,"Perbaikan nama sesuai Srt Pem Aceh No.146.1/10560 tgl 13 Juni 2016  Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh, Perbaikan nama  sesuai Srt Ditjen Pemdes No. 145/1820/SET tgl 15 Nov 2018 hal  penyampaian hasil validasi"
desa,11.11.07.2020,,,,,,
desa,11.11.07.2022,,,,,,
desa,11.11.07.2023,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.11.07.2024,,,,,,
desa,11.11.07.2025,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.07.2026,,,,,,
desa,11.11.07.2027,,,,,,
desa,11.11.07.2028,,,,,,
desa,11.11.07.2029,,,,,,
desa,11.11.07.2030,,,,,,
desa,11.11.07.2031,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.07.2032,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.07.2033,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.07.2034,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.07.2035,,,,,,
desa,11.11.07.2036,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.07.2037,,,,,,
desa,11.11.07.2038,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.07.2078,,,,,,"Qanun No. 8/2007, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.11.07.2079,,,,,,Qanun No. 9/2007
kecamatan,11.11.08,Pandrah,,KAB. BIREUEN,19.0,,
kecamatan,11.11.08,,,,19.0,,
desa,11.11.08.2001,,,,,,
desa,11.11.08.2002,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.08.2003,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.11.08.2005,,,,,,
desa,11.11.08.2006,,,,,,
desa,11.11.08.2007,,,,,,
desa,11.11.08.2008,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.08.2009,,,,,,
desa,11.11.08.2010,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.11.08.2011,,,,,,
desa,11.11.08.2012,,,,,,
desa,11.11.08.2013,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.11.08.2014,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.11.08.2015,,,,,,
desa,11.11.08.2016,,,,,,
desa,11.11.08.2017,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.08.2018,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.08.2019,,,,,,Qanun No. 9/2007
kecamatan,11.11.09,,,,,,
kecamatan,11.11.09,Juli,,KAB. BIREUEN,36.0,,
desa,11.11.09.2001,,,,,,
desa,11.11.09.2002,,,,,,
desa,11.11.09.2003,,,,,,
desa,11.11.09.2004,,,,,,
desa,11.11.09.2005,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.11.09.2006,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017. Perbaikan nama desa semula Glumpang Meu Jim Jim menjadi  Glumpang Meujimjim, sesuai: Qanun No. 8 Tahun 2007; dan Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
desa,11.11.09.2007,,,,,,
desa,11.11.09.2008,,,,,,
desa,11.11.09.2010,,,,,,
desa,11.11.09.2011,,,,,,
desa,11.11.09.2012,,,,,,
desa,11.11.09.2013,,,,,,
desa,11.11.09.2014,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.09.2015,,,,,,
desa,11.11.09.2016,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.09.2017,,,,,,
desa,11.11.09.2018,,,,,,
desa,11.11.09.2019,,,,,,
desa,11.11.09.2020,,,,,,
desa,11.11.09.2021,,,,,,
desa,11.11.09.2022,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.11.09.2023,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.09.2024,,,,,,"Qanun No. 8/2007, Perbaikan nama sesuai Surat Pem Aceh  No.146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data  Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.11.09.2025,,,,,,Qanun No. 8/2007
desa,11.11.09.2026,,,,,,"Qanun No. 8/2007, Perbaikan nama sesuai Surat Pem Aceh  No.146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data  Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.11.09.2027,,,,,,"Qanun No. 8/2007, Perbaikan nama sesuai Validasi Data Nama dan  Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes  No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.11.09.2028,,,,,,"Qanun No. 8/2007, Perbaikan nama sesuai Surat Pem Aceh  No.146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data  Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.11.09.2029,,,,,,Qanun No. 8/2007
desa,11.11.09.2030,,,,,,Qanun No. 9/2007
desa,11.11.09.2031,,,,,,Qanun No. 9/2007
desa,11.11.09.2033,,,,,,Qanun No. 9/2007
desa,11.11.09.2034,,,,,,Qanun No. 9/2007
desa,11.11.09.2035,,,,,,"Qanun No. 9/2007, Perbaikan nama sesuai Surat Pem Aceh  No.146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data  Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.11.09.2036,,,,,,"Qanun No. 9/2007, Perbaikan nama sesuai Surat Pem Aceh  No.146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data  Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
kecamatan,11.11.10,,,,,,
kecamatan,11.11.10,Jangka,,KAB. BIREUEN,46.0,,
desa,11.11.10.2001,,,,,,
desa,11.11.10.2002,,,,,,
desa,11.11.10.2003,,,,,,
desa,11.11.10.2004,,,,,,
desa,11.11.10.2005,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.10.2006,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.10.2007,,,,,,
desa,11.11.10.2008,,,,,,
desa,11.11.10.2009,,,,,,
desa,11.11.10.2010,,,,,,
desa,11.11.10.2011,,,,,,
desa,11.11.10.2012,,,,,,
desa,11.11.10.2013,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.11.10.2014,,,,,,
desa,11.11.10.2015,,,,,,
desa,11.11.10.2016,,,,,,
desa,11.11.10.2017,,,,,,
desa,11.11.10.2018,,,,,,
desa,11.11.10.2019,,,,,,
desa,11.11.10.2020,,,,,,
desa,11.11.10.2021,,,,,,
desa,11.11.10.2022,,,,,,
desa,11.11.10.2023,,,,,,
desa,11.11.10.2024,,,,,,
desa,11.11.10.2025,,,,,,
desa,11.11.10.2027,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.10.2028,,,,,,
desa,11.11.10.2029,,,,,,
desa,11.11.10.2030,,,,,,
desa,11.11.10.2031,,,,,,
desa,11.11.10.2032,,,,,,
desa,11.11.10.2033,,,,,,
desa,11.11.10.2034,,,,,,
desa,11.11.10.2035,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.10.2036,,,,,,
desa,11.11.10.2037,,,,,,
desa,11.11.10.2038,,,,,,
desa,11.11.10.2039,,,,,,
desa,11.11.10.2040,,,,,,
desa,11.11.10.2041,,,,,,
desa,11.11.10.2042,,,,,,
desa,11.11.10.2043,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.11.10.2044,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.10.2045,,,,,,
desa,11.11.10.2046,,,,,,Qanun No. 8/2007
kecamatan,11.11.11,,,,,,
kecamatan,11.11.11,Simpang Mamplam,,KAB. BIREUEN,41.0,,
desa,11.11.11.2001,,,,,,
desa,11.11.11.2002,,,,,,
desa,11.11.11.2003,,,,,,
desa,11.11.11.2004,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.11.2005,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.11.2006,,,,,,
desa,11.11.11.2008,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.11.2009,,,,,,
desa,11.11.11.2010,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.11.2011,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.11.2012,,,,,,
desa,11.11.11.2013,,,,,,
desa,11.11.11.2014,,,,,,
desa,11.11.11.2015,,,,,,
desa,11.11.11.2016,,,,,,
desa,11.11.11.2017,,,,,,
desa,11.11.11.2018,,,,,,
desa,11.11.11.2019,,,,,,
desa,11.11.11.2020,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.11.11.2021,,,,,,
desa,11.11.11.2022,,,,,,
desa,11.11.11.2023,,,,,,
desa,11.11.11.2024,,,,,,
desa,11.11.11.2025,,,,,,
desa,11.11.11.2026,,,,,,
desa,11.11.11.2027,,,,,,
desa,11.11.11.2028,,,,,,
desa,11.11.11.2029,,,,,,
desa,11.11.11.2030,,,,,,
desa,11.11.11.2031,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.11.2032,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.11.11.2033,,,,,,
desa,11.11.11.2034,,,,,,
desa,11.11.11.2035,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.11.11.2036,,,,,,
desa,11.11.11.2038,,,,,,
desa,11.11.11.2039,,,,,,Qanun No. 9/2007
desa,11.11.11.2040,,,,,,Qanun No. 9/2007
desa,11.11.11.2041,,,,,,Qanun No. 9/2007
kecamatan,11.11.12,,,,,,
