level,kode,nama_wilayah,parent_provinsi,parent_kabupaten,jumlah_desa,luas_wilayah,keterangan
desa,11.05.12.2003,,,,,,Semula wil. Kec. Kaway XVI
desa,11.05.12.2004,,,,,,Semula wil. Kec. Kaway XVI
desa,11.05.12.2005,,,,,,Semula wil. Kec. Kaway XVI
desa,11.05.12.2006,,,,,,Semula wil. Kec. Kaway XVI
desa,11.05.12.2007,,,,,,Semula wil. Kec. Kaway XVI
desa,11.05.12.2008,,,,,,"Semula wil. Kec. Kaway XVI, Perbaikan nama sesuai Surat Pem Aceh  No. 146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama  Desa/Gampong di Aceh"
desa,11.05.12.2009,,,,,,Semula wil. Kec. Kaway XVI
desa,11.05.12.2010,,,,,,Semula wil. Kec. Kaway XVI
desa,11.05.12.2011,,,,,,"Semula wil. Kec. Kaway XVI. Perbaikan nama desa semula Kuala Manyeue menjadi Kuala Manyeu,  sesuai: Qanun No. 5 Tahun 2015; dan Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
desa,11.05.12.2012,,,,,,Semula wil. Kec. Kaway XVI
desa,11.05.12.2013,,,,,,"Semula wil. Kec. Kaway XVI, Perbaikan nama sesuai Surat Pem Aceh  No. 146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama  Desa/Gampong di Aceh"
desa,11.05.12.2014,,,,,,Semula wil. Kec. Kaway XVI
desa,11.05.12.2015,,,,,,Semula wil. Kec. Kaway XVI
desa,11.05.12.2016,,,,,,Semula wil. Kec. Kaway XVI
desa,11.05.12.2017,,,,,,Semula wil. Kec. Kaway XVI
desa,11.05.12.2018,,,,,,Semula wil. Kec. Kaway XVI
kabupaten,11.06,KAB. ACEH BESAR,,KAB. ACEH BESAR,604.0,2891.0,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.  B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
kabupaten,11.06,KAB.,,KAB.,604.0,2891.477,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No."
kecamatan,11.06.01,Lhoong,,KAB. ACEH BESAR,28.0,,
kecamatan,11.06.01,,,KAB.,28.0,,
desa,11.06.01.2001,,,KAB.,1.0,,
desa,11.06.01.2002,,,KAB.,2.0,,
desa,11.06.01.2003,,,KAB.,3.0,,
desa,11.06.01.2004,,,KAB.,4.0,,
desa,11.06.01.2005,,,KAB.,5.0,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
desa,11.06.01.2006,,,KAB.,6.0,,
desa,11.06.01.2007,,,KAB.,7.0,,
desa,11.06.01.2008,,,KAB.,8.0,,
desa,11.06.01.2009,,,KAB.,9.0,,
desa,11.06.01.2010,,,KAB.,10.0,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
desa,11.06.01.2011,,,KAB.,11.0,,
desa,11.06.01.2012,,,KAB.,12.0,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
desa,11.06.01.2013,,,KAB.,13.0,,
desa,11.06.01.2014,,,KAB.,14.0,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
desa,11.06.01.2015,,,KAB.,15.0,,
desa,11.06.01.2016,,,KAB.,16.0,,
desa,11.06.01.2017,,,KAB.,17.0,,
desa,11.06.01.2018,,,KAB.,18.0,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
desa,11.06.01.2019,,,KAB.,19.0,,
desa,11.06.01.2020,,,KAB.,20.0,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
desa,11.06.01.2021,,,KAB.,21.0,,
desa,11.06.01.2022,,,KAB.,22.0,,
desa,11.06.01.2023,,,KAB.,23.0,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
desa,11.06.01.2024,,,KAB.,24.0,,
desa,11.06.01.2025,,,KAB.,25.0,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
desa,11.06.01.2026,,,KAB.,26.0,,
desa,11.06.01.2028,,,,,,
kecamatan,11.06.02,Lhoknga,,KAB. ACEH BESAR,28.0,,
kecamatan,11.06.02,,,,,,
desa,11.06.02.2001,,,,,,Perubahan status menjadi desa Qanun No. 6/2008
desa,11.06.02.2002,,,,,,
desa,11.06.02.2003,,,,,,
desa,11.06.02.2004,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.02.2005,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.02.2006,,,,,,
desa,11.06.02.2007,,,,,,
desa,11.06.02.2008,,,,,,
desa,11.06.02.2009,,,,,,
desa,11.06.02.2010,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.02.2011,,,,,,
desa,11.06.02.2012,,,,,,
desa,11.06.02.2013,,,,,,
desa,11.06.02.2014,,,,,,
desa,11.06.02.2015,,,,,,
desa,11.06.02.2016,,,,,,
desa,11.06.02.2017,,,,,,
desa,11.06.02.2018,,,,,,
desa,11.06.02.2019,,,,,,
desa,11.06.02.2020,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.02.2021,,,,,,
desa,11.06.02.2022,,,,,,
desa,11.06.02.2023,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.02.2024,,,,,,"Perbaikan nama sesuai Srt Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh, Srt Ditjen BPD  No. 145/1820/SET tgl 15 Nov 2018 hal penyampaian hasil validasi"
desa,11.06.02.2025,,,,,,
desa,11.06.02.2026,,,,,,"Pemekaran sebagian Desa Tanjong Qanun No. 5/2006, Perbaikan  nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni 2016 Hal  Hasil Klarifikasi Nama Desa/Gampong di Aceh"
desa,11.06.02.2027,,,,,,Pemekaran sebagian Desa Meunasah Mesjid Qanun No. 6/2006
desa,11.06.02.2028,,,,,,Pemekaran sebagian Desa Meunasah Mesjid Qanun No. 7/2006
kecamatan,11.06.03,Indrapuri,,KAB. ACEH BESAR,52.0,,
desa,11.06.03.2001,,,,,,Perubahan status menjadi desa Qanun No. 6/2008
desa,11.06.03.2002,,,,,,
desa,11.06.03.2003,,,,,,
desa,11.06.03.2004,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.03.2005,,,,,,
desa,11.06.03.2006,,,,,,
desa,11.06.03.2007,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.03.2008,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.03.2009,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.03.2010,,,,,,
desa,11.06.03.2011,,,,,,
desa,11.06.03.2012,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.03.2013,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.03.2014,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.03.2015,,,,,,
desa,11.06.03.2016,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.03.2017,,,,,,
desa,11.06.03.2018,,,,,,
desa,11.06.03.2019,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.03.2020,,,,,,
desa,11.06.03.2021,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.06.03.2022,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.06.03.2023,,,,,,
desa,11.06.03.2024,,,,,,
desa,11.06.03.2025,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.03.2026,,,,,,
desa,11.06.03.2028,,,,,,
desa,11.06.03.2029,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.03.2030,,,,,,
desa,11.06.03.2031,,,,,,"Perbaikan nama sesuai Srt Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh, Srt Ditjen BPD  No. 145/1820/SET tgl 15 Nov 2018 hal penyampaian hasil validasi"
desa,11.06.03.2032,,,,,,
desa,11.06.03.2033,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.03.2034,,,,,,
desa,11.06.03.2035,,,,,,
desa,11.06.03.2036,,,,,,
desa,11.06.03.2037,,,,,,
desa,11.06.03.2038,,,,,,
desa,11.06.03.2039,,,,,,
desa,11.06.03.2040,,,,,,
desa,11.06.03.2041,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.03.2042,,,,,,
desa,11.06.03.2043,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.06.03.2044,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.03.2045,,,,,,
desa,11.06.03.2046,,,,,,
desa,11.06.03.2047,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.03.2049,,,,,,
desa,11.06.03.2050,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.03.2051,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.03.2052,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.03.2053,,,,,,
kecamatan,11.06.04,Seulimeum,,KAB. ACEH BESAR,47.0,,
kecamatan,11.06.04,,,,,,
desa,11.06.04.2002,,,,,,
desa,11.06.04.2003,,,,,,
desa,11.06.04.2004,,,,,,
desa,11.06.04.2005,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.04.2006,,,,,,
desa,11.06.04.2007,,,,,,
desa,11.06.04.2008,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.04.2009,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.04.2010,,,,,,
desa,11.06.04.2011,,,,,,
desa,11.06.04.2012,,,,,,
desa,11.06.04.2013,,,,,,
desa,11.06.04.2014,,,,,,
desa,11.06.04.2015,,,,,,
desa,11.06.04.2016,,,,,,
desa,11.06.04.2017,,,,,,
desa,11.06.04.2018,,,,,,
desa,11.06.04.2019,,,,,,
desa,11.06.04.2020,,,,,,
desa,11.06.04.2021,,,,,,
desa,11.06.04.2022,,,,,,
desa,11.06.04.2023,,,,,,
desa,11.06.04.2024,,,,,,
desa,11.06.04.2025,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.04.2026,,,,,,
desa,11.06.04.2027,,,,,,
desa,11.06.04.2028,,,,,,
desa,11.06.04.2029,,,,,,
desa,11.06.04.2030,,,,,,
desa,11.06.04.2031,,,,,,
desa,11.06.04.2032,,,,,,
desa,11.06.04.2033,,,,,,
desa,11.06.04.2034,,,,,,
desa,11.06.04.2035,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.04.2037,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.04.2038,,,,,,
desa,11.06.04.2039,,,,,,
desa,11.06.04.2040,,,,,,
desa,11.06.04.2041,,,,,,
desa,11.06.04.2042,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.04.2043,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.04.2044,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.04.2045,,,,,,
desa,11.06.04.2046,,,,,,
desa,11.06.04.2047,,,,,,
kecamatan,11.06.05,Montasik,,KAB. ACEH BESAR,39.0,,
kecamatan,11.06.05,,,,,,
desa,11.06.05.2001,,,,,,
desa,11.06.05.2002,,,,,,
desa,11.06.05.2003,,,,,,
desa,11.06.05.2004,,,,,,
desa,11.06.05.2005,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.05.2006,,,,,,
desa,11.06.05.2007,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh. Perbaikan nama desa semula Weulhok menjadi Weu Lhok, sesuai: Qanun No. 1 Tahun 2007; dan Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
desa,11.06.05.2008,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh. Perubahan nama desa semula Kp. Alue menjadi Alue, sesuai: Qanun No. 1 Tahun 2007; dan Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
desa,11.06.05.2009,,,,,,
desa,11.06.05.2010,,,,,,"Perbaikan nama desa semula Seuban Cot menjadi Seubam Cot,  sesuai: Qanun No. 1 Tahun 2007; dan Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
desa,11.06.05.2011,,,,,,"Perbaikan nama desa semula Bak Dilib menjadi Bak Dilip, sesuai: Qanun No. 1 Tahun 2007; dan Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
desa,11.06.05.2012,,,,,,
desa,11.06.05.2015,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.05.2016,,,,,,
desa,11.06.05.2017,,,,,,
desa,11.06.05.2018,,,,,,
desa,11.06.05.2019,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.05.2020,,,,,,
desa,11.06.05.2021,,,,,,
desa,11.06.05.2022,,,,,,
desa,11.06.05.2023,,,,,,
desa,11.06.05.2024,,,,,,
desa,11.06.05.2025,,,,,,
desa,11.06.05.2026,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.05.2027,,,,,,
desa,11.06.05.2028,,,,,,
desa,11.06.05.2029,,,,,,
desa,11.06.05.2042,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.05.2043,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.05.2044,,,,,,
desa,11.06.05.2045,,,,,,
desa,11.06.05.2046,,,,,,
desa,11.06.05.2047,,,,,,
desa,11.06.05.2048,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.05.2049,,,,,,
desa,11.06.05.2051,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.06.05.2052,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.05.2053,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
kecamatan,11.06.06,,,,,,
kecamatan,11.06.06,Sukamakmur,,KAB. ACEH BESAR,35.0,,
desa,11.06.06.2001,,,,,,Perubahan status menjadi desa Qanun No. 6/2008
desa,11.06.06.2002,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.06.2003,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.06.2004,,,,,,
desa,11.06.06.2005,,,,,,
desa,11.06.06.2006,,,,,,
desa,11.06.06.2007,,,,,,
desa,11.06.06.2008,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.06.2009,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.06.2010,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.06.2011,,,,,,
desa,11.06.06.2012,,,,,,
desa,11.06.06.2013,,,,,,
desa,11.06.06.2014,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.06.2015,,,,,,
desa,11.06.06.2016,,,,,,
desa,11.06.06.2017,,,,,,
desa,11.06.06.2018,,,,,,
desa,11.06.06.2019,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.06.2020,,,,,,
desa,11.06.06.2021,,,,,,
desa,11.06.06.2023,,,,,,
desa,11.06.06.2024,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.06.2025,,,,,,
desa,11.06.06.2026,,,,,,
desa,11.06.06.2027,,,,,,
desa,11.06.06.2028,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.06.2029,,,,,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017, Srt Ditjen BPD No. 145/1820/SET tgl 15 Nov 2018 hal  penyampaian hasil validasi"
desa,11.06.06.2030,,,,,,
desa,11.06.06.2031,,,,,,
desa,11.06.06.2032,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.06.2033,,,,,,
desa,11.06.06.2034,,,,,,
desa,11.06.06.2035,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
kecamatan,11.06.07,,,,,,
kecamatan,11.06.07,Darul Imarah,,KAB. ACEH BESAR,32.0,,
desa,11.06.07.2001,,,,,,
desa,11.06.07.2002,,,,,,
desa,11.06.07.2003,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.07.2004,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.07.2005,,,,,,
desa,11.06.07.2006,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.07.2007,,,,,,
desa,11.06.07.2008,,,,,,
desa,11.06.07.2009,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.07.2011,,,,,,
desa,11.06.07.2012,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.07.2013,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.07.2014,,,,,,
desa,11.06.07.2015,,,,,,
desa,11.06.07.2016,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.07.2017,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.07.2018,,,,,,
desa,11.06.07.2019,,,,,,
desa,11.06.07.2020,,,,,,
desa,11.06.07.2021,,,,,,
desa,11.06.07.2022,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.07.2023,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.07.2024,,,,,,
desa,11.06.07.2025,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.07.2026,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.07.2027,,,,,,
desa,11.06.07.2028,,,,,,
desa,11.06.07.2029,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.07.2030,,,,,,
desa,11.06.07.2031,,,,,,
desa,11.06.07.2032,,,,,,
kecamatan,11.06.08,,,,,,
kecamatan,11.06.08,Peukan Bada,,KAB. ACEH BESAR,26.0,,
desa,11.06.08.2002,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.08.2003,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.08.2004,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.06.08.2005,,,,,,
desa,11.06.08.2006,,,,,,
